# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Blake Griffin,21.0,LAC,58.0,58.0,1.0,29.0,0.0,82.0,38.0,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152,2011,all-rookie
1st,John Wall,20.0,WAS,57.0,58.0,0.983,28.0,1.0,69.0,37.8,16.4,4.6,8.3,1.8,0.5,0.409,0.296,0.766,2.2,0.041,2011,all-rookie
1st,Landry Fields,22.0,NYK,56.0,58.0,0.966,28.0,0.0,82.0,31.0,9.7,6.4,1.9,1.0,0.2,0.497,0.393,0.769,5.3,0.1,2011,all-rookie
1st,DeMarcus Cousins,20.0,SAC,54.0,58.0,0.931,26.0,2.0,81.0,28.5,14.1,8.6,2.5,1.0,0.8,0.43,0.167,0.687,1.1,0.022,2011,all-rookie
1st,Gary Neal,26.0,SAS,44.0,58.0,0.759,18.0,8.0,80.0,21.1,9.8,2.5,1.2,0.3,0.1,0.451,0.419,0.808,3.5,0.099,2011,all-rookie
,,,,,,,,,,,,,,,,,,,,,2011,all-rookie
2nd,Greg Monroe,20.0,DET,42.0,58.0,0.724,13.0,16.0,80.0,27.8,9.4,7.5,1.3,1.2,0.6,0.551,0.0,0.622,6.6,0.143,2011,all-rookie
2nd,Wesley Johnson,23.0,MIN,26.0,58.0,0.448,4.0,18.0,79.0,26.2,9.0,3.0,1.9,0.7,0.7,0.397,0.356,0.696,1.3,0.03,2011,all-rookie
2nd,Eric Bledsoe,21.0,LAC,19.0,58.0,0.328,0.0,19.0,81.0,22.7,6.7,2.8,3.6,1.1,0.3,0.424,0.276,0.744,0.3,0.008,2011,all-rookie
2nd,Paul George,20.0,IND,12.0,58.0,0.207,1.0,10.0,61.0,20.7,7.8,3.7,1.1,1.0,0.4,0.453,0.297,0.762,2.4,0.091,2011,all-rookie
,,,,,,,,,,,,,,,,,,,,,2011,all-rookie
ORV,Evan Turner,22.0,PHI,12.0,58.0,0.207,0.0,12.0,78.0,23.0,7.2,3.9,2.0,0.6,0.2,0.425,0.318,0.808,2.3,0.06,2011,all-rookie
ORV,Ed Davis,21.0,TOR,10.0,58.0,0.172,1.0,8.0,65.0,24.6,7.7,7.1,0.6,0.6,1.0,0.576,,0.555,4.0,0.119,2011,all-rookie
ORV,Gordon Hayward,20.0,UTA,7.0,58.0,0.121,0.0,7.0,72.0,16.9,5.4,1.9,1.1,0.4,0.3,0.485,0.473,0.711,1.2,0.048,2011,all-rookie
ORV,Ömer Aşık,24.0,CHI,6.0,58.0,0.103,1.0,4.0,82.0,12.1,2.8,3.7,0.4,0.2,0.7,0.553,,0.503,2.7,0.13,2011,all-rookie
ORV,Patrick Patterson,21.0,HOU,5.0,58.0,0.086,0.0,5.0,52.0,16.7,6.3,3.8,0.8,0.3,0.7,0.558,0.0,0.714,2.4,0.134,2011,all-rookie
ORV,Al-Farouq Aminu,20.0,LAC,3.0,58.0,0.052,0.0,3.0,81.0,17.9,5.6,3.3,0.7,0.7,0.3,0.394,0.315,0.773,0.7,0.022,2011,all-rookie
ORV,Tiago Splitter,26.0,SAS,3.0,58.0,0.052,0.0,3.0,60.0,12.3,4.6,3.4,0.4,0.5,0.3,0.529,0.0,0.543,2.3,0.149,2011,all-rookie
ORV,Trevor Booker,23.0,WAS,1.0,58.0,0.017,0.0,1.0,65.0,16.4,5.3,3.9,0.5,0.4,0.6,0.549,0.0,0.673,2.6,0.119,2011,all-rookie
ORV,Christian Eyenga,21.0,CLE,1.0,58.0,0.017,0.0,1.0,44.0,21.5,6.9,2.8,0.8,0.8,0.6,0.425,0.275,0.643,-0.3,-0.016,2011,all-rookie
ORV,Ekpe Udoh,23.0,GSW,1.0,58.0,0.017,0.0,1.0,58.0,17.8,4.1,3.1,0.7,0.4,1.5,0.437,,0.656,0.7,0.032,2011,all-rookie
