# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Alonzo Mourning,22.0,CHH,52.0,52.0,1.0,26.0,0.0,78.0,33.9,21.0,10.3,1.0,0.3,3.5,0.511,0.0,0.781,8.2,0.148,1993,all-rookie
1st,Shaquille O'Neal,20.0,ORL,52.0,52.0,1.0,26.0,0.0,81.0,37.9,23.4,13.9,1.9,0.7,3.5,0.562,0.0,0.592,10.4,0.163,1993,all-rookie
1st,Christian Laettner,23.0,MIN,48.0,52.0,0.923,22.0,4.0,81.0,34.9,18.2,8.7,2.8,1.3,1.0,0.474,0.1,0.835,5.0,0.085,1993,all-rookie
1st,Tom Gugliotta,23.0,WSB,46.0,52.0,0.885,21.0,4.0,81.0,34.5,14.7,9.6,3.8,1.7,0.4,0.426,0.281,0.644,1.6,0.028,1993,all-rookie
1st,LaPhonso Ellis,22.0,DEN,40.0,52.0,0.769,14.0,12.0,82.0,33.5,14.7,9.1,1.8,0.9,1.4,0.504,0.154,0.748,8.0,0.139,1993,all-rookie
,,,,,,,,,,,,,,,,,,,,,1993,all-rookie
2nd,Walt Williams,22.0,SAC,30.0,52.0,0.577,7.0,16.0,59.0,28.4,17.0,4.5,3.0,1.1,0.5,0.435,0.319,0.742,1.6,0.047,1993,all-rookie
2nd,Latrell Sprewell,22.0,GSW,28.0,52.0,0.538,6.0,16.0,77.0,35.6,15.4,3.5,3.8,1.6,0.7,0.464,0.369,0.746,4.0,0.07,1993,all-rookie
2nd,Robert Horry,22.0,HOU,28.0,52.0,0.538,5.0,18.0,79.0,29.5,10.1,5.0,2.4,1.0,1.1,0.474,0.255,0.715,3.6,0.075,1993,all-rookie
2nd,Clarence Weatherspoon,22.0,PHI,26.0,52.0,0.5,4.0,18.0,82.0,32.4,15.6,7.2,1.8,1.0,0.8,0.469,0.25,0.713,3.3,0.059,1993,all-rookie
2nd,Richard Dumas,23.0,PHO,21.0,52.0,0.404,4.0,13.0,48.0,27.5,15.8,4.6,1.3,1.8,0.8,0.524,0.333,0.707,3.9,0.142,1993,all-rookie
,,,,,,,,,,,,,,,,,,,,,1993,all-rookie
ORV,Harold Miner,21.0,MIA,9.0,52.0,0.173,0.0,9.0,73.0,18.9,10.3,2.0,1.0,0.5,0.1,0.475,0.333,0.762,2.0,0.069,1993,all-rookie
ORV,Anthony Peeler,23.0,LAL,9.0,52.0,0.173,0.0,9.0,77.0,21.5,10.4,2.3,2.2,0.8,0.2,0.468,0.39,0.786,2.7,0.078,1993,all-rookie
ORV,Todd Day,23.0,MIL,5.0,52.0,0.096,0.0,5.0,71.0,27.2,13.8,4.1,1.6,1.1,0.7,0.432,0.293,0.717,2.6,0.065,1993,all-rookie
ORV,Jim Jackson,22.0,DAL,3.0,52.0,0.058,0.0,3.0,28.0,33.5,16.3,4.4,4.7,1.4,0.4,0.395,0.288,0.739,-1.6,-0.081,1993,all-rookie
ORV,Adam Keefe,22.0,ATL,2.0,52.0,0.038,0.0,2.0,82.0,18.9,6.6,5.3,1.0,0.7,0.2,0.5,0.0,0.7,3.3,0.102,1993,all-rookie
ORV,Sean Rooks,23.0,DAL,2.0,52.0,0.038,0.0,2.0,72.0,29.0,13.5,7.4,1.3,0.5,1.1,0.493,0.0,0.602,1.5,0.034,1993,all-rookie
ORV,Anthony Avent,23.0,MIL,1.0,52.0,0.019,0.0,1.0,82.0,27.9,9.8,6.2,1.1,0.7,0.9,0.433,0.0,0.651,0.3,0.005,1993,all-rookie
ORV,Doug Christie,22.0,LAL,1.0,52.0,0.019,0.0,1.0,23.0,14.4,6.2,2.2,2.3,1.0,0.2,0.425,0.167,0.758,0.1,0.012,1993,all-rookie
ORV,Lloyd Daniels,25.0,SAS,1.0,52.0,0.019,0.0,1.0,77.0,20.4,9.1,2.8,1.9,0.5,0.4,0.443,0.333,0.727,1.8,0.056,1993,all-rookie
ORV,Bryant Stith,22.0,DEN,1.0,52.0,0.019,0.0,1.0,39.0,22.2,8.9,3.2,1.3,0.6,0.1,0.446,0.0,0.832,1.6,0.09,1993,all-rookie
