# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,C,Kareem Abdul-Jabbar,32.0,LAL,130.0,132.0,0.985,,,,82.0,38.3,24.8,10.8,4.5,1.0,3.4,0.604,0.0,0.765,14.8,0.227,1980,all-nba
1st,F,Julius Erving,29.0,PHI,119.0,132.0,0.898,,,,78.0,36.1,26.9,7.4,4.6,2.2,1.8,0.519,0.2,0.787,12.5,0.213,1980,all-nba
1st,F,Larry Bird,23.0,BOS,110.0,132.0,0.833,,,,82.0,36.0,21.3,10.4,4.5,1.7,0.6,0.474,0.406,0.836,11.2,0.182,1980,all-nba
1st,G,George Gervin,27.0,SAS,90.0,132.0,0.682,,,,78.0,37.6,33.1,5.2,2.6,1.4,1.0,0.528,0.314,0.852,10.6,0.173,1980,all-nba
1st,G,Paul Westphal,29.0,PHO,68.0,132.0,0.515,,,,82.0,32.5,21.9,2.3,5.1,1.5,0.4,0.525,0.28,0.862,10.5,0.189,1980,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1980,all-nba
2nd,G,Dennis Johnson,25.0,SEA,64.0,132.0,0.485,,,,81.0,36.3,19.0,5.1,4.1,1.8,1.0,0.422,0.207,0.78,7.4,0.12,1980,all-nba
2nd,F,Dan Roundfield,26.0,ATL,53.0,132.0,0.402,,,,81.0,32.0,16.5,10.3,2.3,1.2,1.7,0.499,0.0,0.71,9.1,0.169,1980,all-nba
2nd,G,Gus Williams,26.0,SEA,50.0,132.0,0.379,,,,82.0,36.2,22.1,3.4,4.8,2.4,0.5,0.482,0.194,0.788,11.6,0.187,1980,all-nba
2nd,C,Moses Malone,24.0,HOU,47.0,132.0,0.356,,,,82.0,38.3,25.8,14.5,1.8,1.0,1.3,0.502,0.0,0.719,11.9,0.183,1980,all-nba
2nd,F,Marques Johnson,23.0,MIL,42.0,132.0,0.318,,,,77.0,34.9,21.7,7.4,3.5,1.3,0.9,0.544,0.222,0.791,11.5,0.206,1980,all-nba
