# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Tim Duncan,21.0,SAS,56.0,56.0,1.0,28.0,0.0,82.0,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0.0,0.662,12.8,0.192,1998,all-rookie
1st,Keith Van Horn,22.0,NJN,56.0,56.0,1.0,28.0,0.0,62.0,37.5,19.7,6.6,1.7,1.0,0.4,0.426,0.308,0.846,4.8,0.098,1998,all-rookie
1st,Brevin Knight,22.0,CLE,54.0,56.0,0.964,26.0,2.0,80.0,31.0,9.0,3.2,8.2,2.5,0.2,0.441,0.0,0.801,8.4,0.163,1998,all-rookie
1st,Zydrunas Ilgauskas,22.0,CLE,54.0,56.0,0.964,25.0,4.0,82.0,29.0,13.9,8.8,0.9,0.6,1.6,0.518,0.25,0.762,9.4,0.189,1998,all-rookie
1st,Ron Mercer,21.0,BOS,50.0,56.0,0.893,23.0,4.0,80.0,33.3,15.3,3.5,2.2,1.6,0.2,0.45,0.107,0.839,4.0,0.073,1998,all-rookie
,,,,,,,,,,,,,,,,,,,,,1998,all-rookie
2nd,Tim Thomas,20.0,PHI,30.0,56.0,0.536,5.0,20.0,77.0,23.1,11.0,3.7,1.2,0.7,0.2,0.447,0.363,0.74,3.4,0.091,1998,all-rookie
2nd,Cedric Henderson,22.0,CLE,27.0,56.0,0.482,2.0,23.0,82.0,30.8,10.1,4.0,2.0,1.2,0.5,0.48,0.0,0.716,3.8,0.072,1998,all-rookie
2nd,Derek Anderson,23.0,CLE,25.0,56.0,0.446,3.0,19.0,66.0,27.9,11.7,2.8,3.4,1.3,0.2,0.408,0.202,0.873,5.3,0.139,1998,all-rookie
2nd,Maurice Taylor,21.0,LAC,25.0,56.0,0.446,3.0,19.0,71.0,21.3,11.5,4.2,0.7,0.5,0.6,0.476,0.0,0.709,1.8,0.057,1998,all-rookie
2nd,Bobby Jackson,24.0,DEN,18.0,56.0,0.321,1.0,16.0,68.0,30.0,11.6,4.4,4.7,1.5,0.2,0.392,0.259,0.814,-0.6,-0.014,1998,all-rookie
,,,,,,,,,,,,,,,,,,,,,1998,all-rookie
ORV,Danny Fortson,21.0,DEN,8.0,56.0,0.143,0.0,8.0,80.0,22.6,10.2,5.6,1.0,0.6,0.4,0.452,0.333,0.776,1.9,0.051,1998,all-rookie
ORV,Michael Stewart,22.0,SAC,5.0,56.0,0.089,1.0,3.0,81.0,21.7,4.6,6.6,0.8,0.4,2.4,0.48,,0.458,3.0,0.081,1998,all-rookie
ORV,Anthony Johnson,23.0,SAC,5.0,56.0,0.089,0.0,5.0,77.0,29.4,7.5,2.2,4.3,0.8,0.1,0.371,0.328,0.727,0.4,0.008,1998,all-rookie
ORV,Antonio Daniels,22.0,VAN,3.0,56.0,0.054,0.0,3.0,74.0,26.4,7.8,1.9,4.5,0.7,0.1,0.416,0.212,0.659,-1.3,-0.032,1998,all-rookie
ORV,Tariq Abdul-Wahad,23.0,SAC,1.0,56.0,0.018,0.0,1.0,59.0,16.3,6.4,2.0,0.9,0.6,0.2,0.403,0.211,0.672,-0.2,-0.008,1998,all-rookie
ORV,Chris Anstey,23.0,DAL,1.0,56.0,0.018,0.0,1.0,41.0,16.6,5.9,3.8,0.9,0.8,0.7,0.398,0.188,0.716,0.6,0.044,1998,all-rookie
ORV,Kelvin Cato,23.0,POR,1.0,56.0,0.018,0.0,1.0,74.0,13.6,3.8,3.4,0.3,0.4,1.3,0.428,0.0,0.688,2.7,0.129,1998,all-rookie
ORV,Rodrick Rhodes,24.0,HOU,1.0,56.0,0.018,0.0,1.0,58.0,18.4,5.8,1.2,1.9,1.1,0.2,0.367,0.25,0.617,-0.9,-0.04,1998,all-rookie
