Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Tom Thibodeau,NYK,43,351,500,0.702,72,41,31,0.569,2021,coy
2,Monty Williams,PHO,45,340,500,0.68,72,51,21,0.708,2021,coy
3,Quin Snyder,UTA,10,161,500,0.322,72,52,20,0.722,2021,coy
4,Doc Rivers,PHI,2,24,500,0.048,72,49,23,0.681,2021,coy
5,Nate McMillan,ATL,0,12,500,0.024,38,27,11,0.711,2021,coy
6,Steve Nash,BRK,0,7,500,0.014,72,48,24,0.667,2021,coy
7,Michael Malone,DEN,0,5,500,0.01,72,47,25,0.653,2021,coy
