# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Bob McAdoo,21.0,BUF,17.0,17.0,1.0,,,80.0,32.0,18.0,9.1,1.7,,,0.452,,0.774,3.8,0.071,1973,all-rookie
1st,Lloyd Neal,22.0,POR,16.0,17.0,0.941,,,82.0,33.2,13.4,11.8,1.8,,,0.494,,0.638,4.8,0.085,1973,all-rookie
1st,Freddie Boyd,22.0,PHI,13.0,17.0,0.765,,,82.0,28.7,10.5,2.6,3.7,,,0.392,,0.68,-0.7,-0.014,1973,all-rookie
1st,Dwight Davis,23.0,CLE,11.0,17.0,0.647,,,81.0,26.6,9.4,7.0,1.5,,,0.392,,0.793,2.3,0.051,1973,all-rookie
1st,Jim Price,23.0,LAL,7.0,17.0,0.412,,,59.0,14.0,6.4,1.9,1.6,,,0.44,,0.822,1.5,0.088,1973,all-rookie
,,,,,,,,,,,,,,,,,,,,,1973,all-rookie
ORV,Steve Bracey,22.0,ATL,,17.0,,,,70.0,15.0,6.5,1.5,1.8,,,0.486,,0.664,2.1,0.097,1973,all-rookie
ORV,Corky Calhoun,22.0,PHO,,17.0,,,,82.0,24.7,6.0,4.1,0.9,,,0.469,,0.74,2.1,0.049,1973,all-rookie
ORV,Chris Ford,24.0,DET,,17.0,,,,74.0,20.8,6.4,3.6,2.6,,,0.479,,0.645,2.5,0.079,1973,all-rookie
ORV,Charles Johnson,23.0,GSW,,17.0,,,,70.0,12.7,5.4,1.9,1.7,,,0.428,,0.717,0.9,0.05,1973,all-rookie
ORV,Ollie Johnson,23.0,POR,,17.0,,,,78.0,27.4,9.9,5.3,2.6,,,0.497,,0.757,4.1,0.093,1973,all-rookie
ORV,Ron Riley,22.0,KCO,,17.0,,,,74.0,22.1,8.4,6.9,1.0,,,0.431,,0.681,0.0,0.0,1973,all-rookie
