Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Lauri Markkanen,25,UTA,69,430,500,0.86,66,34.4,25.6,8.6,1.9,0.6,0.6,0.499,0.391,0.875,8.2,0.173,2023,mip
2,Shai Gilgeous-Alexander,24,OKC,24,289,500,0.578,68,35.5,31.4,4.8,5.5,1.6,1.0,0.51,0.345,0.905,11.4,0.226,2023,mip
3,Jalen Brunson,26,NYK,4,91,500,0.182,68,35.0,24.0,3.5,6.2,0.9,0.2,0.491,0.416,0.829,8.7,0.175,2023,mip
4,Mikal Bridges,26,TOT,1,33,500,0.066,83,35.7,20.1,4.4,3.3,1.1,0.7,0.468,0.382,0.895,7.5,0.121,2023,mip
5,Nic Claxton,23,BRK,0,22,500,0.044,76,29.9,12.6,9.2,1.9,0.9,2.5,0.705,0.0,0.541,9.2,0.195,2023,mip
6,Tyrese Haliburton,22,IND,1,16,500,0.032,56,33.6,20.7,3.7,10.4,1.6,0.4,0.49,0.4,0.871,7.6,0.195,2023,mip
7,Trey Murphy III,22,NOP,1,8,500,0.016,79,31.0,14.5,3.6,1.4,1.1,0.5,0.484,0.406,0.905,7.6,0.15,2023,mip
8T,De'Aaron Fox,25,SAC,0,3,500,0.006,73,33.4,25.0,4.2,6.1,1.1,0.3,0.512,0.324,0.78,7.4,0.146,2023,mip
8T,Kevon Looney,26,GSW,0,3,500,0.006,82,23.9,7.0,9.3,2.5,0.6,0.6,0.63,0.0,0.606,8.7,0.212,2023,mip
10,Austin Reaves,24,LAL,0,2,500,0.004,64,28.8,13.0,3.0,3.4,0.5,0.3,0.529,0.398,0.864,5.4,0.142,2023,mip
11T,Aaron Gordon,27,DEN,0,1,500,0.002,68,30.2,16.3,6.6,3.0,0.8,0.8,0.564,0.347,0.608,6.8,0.158,2023,mip
11T,Jaren Jackson Jr.,23,MEM,0,1,500,0.002,63,28.4,18.6,6.8,1.0,1.0,3.0,0.506,0.355,0.788,6.6,0.177,2023,mip
11T,Malik Monk,24,SAC,0,1,500,0.002,77,22.3,13.5,2.6,3.9,0.6,0.3,0.448,0.359,0.889,3.2,0.091,2023,mip
