Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Kevin McHale,27,BOS,57,57,78,0.731,79,33.6,19.8,9.0,1.8,0.4,1.5,0.57,0.0,0.76,11.0,0.199,1985,6moy
2T,Clyde Drexler,22,POR,5,5,78,0.064,80,31.9,17.2,6.0,5.5,2.2,0.9,0.494,0.216,0.759,7.5,0.141,1985,6moy
2T,Dan Issel,36,DEN,5,5,78,0.064,77,21.9,12.8,4.3,1.8,0.8,0.4,0.459,0.143,0.806,4.3,0.124,1985,6moy
4,Michael Cooper,28,LAL,4,4,78,0.051,82,26.7,8.6,3.1,5.2,1.1,0.6,0.465,0.285,0.865,4.6,0.102,1985,6moy
5,Jay Vincent,25,DAL,2,2,78,0.026,79,32.2,18.2,8.9,2.1,0.6,0.3,0.479,0.0,0.836,6.5,0.123,1985,6moy
6T,Quintin Dailey,24,CHI,1,1,78,0.013,79,26.6,16.0,2.6,2.4,0.9,0.1,0.473,0.233,0.817,2.6,0.059,1985,6moy
6T,Bobby Jones,33,PHI,1,1,78,0.013,80,20.4,7.5,3.7,1.9,1.1,0.6,0.538,0.0,0.861,4.8,0.142,1985,6moy
6T,Bob McAdoo,33,LAL,1,1,78,0.013,66,19.0,10.5,4.5,1.0,0.3,0.8,0.52,0.0,0.753,2.9,0.11,1985,6moy
6T,Terry Tyler,28,DET,1,1,78,0.013,82,24.4,11.6,5.2,0.8,0.6,1.1,0.494,0.0,0.716,4.5,0.108,1985,6moy
6T,Mike Woodson,26,KCK,1,1,78,0.013,78,25.6,17.0,2.5,1.8,1.5,0.4,0.496,0.238,0.8,4.2,0.101,1985,6moy
