# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,F,Giannis Antetokounmpo,24.0,MIL,500.0,500.0,1.0,100.0,0.0,0.0,72.0,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,2019,all-nba
1st,G,James Harden,29.0,HOU,500.0,500.0,1.0,100.0,0.0,0.0,78.0,36.8,36.1,6.6,7.5,2.0,0.7,0.442,0.368,0.879,15.2,0.254,2019,all-nba
1st,G,Stephen Curry,30.0,GSW,482.0,500.0,0.964,91.0,9.0,0.0,69.0,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,2019,all-nba
1st,F,Paul George,28.0,OKC,433.0,500.0,0.866,71.0,25.0,3.0,77.0,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,2019,all-nba
1st,C,Nikola Jokić,23.0,DEN,411.0,500.0,0.822,59.0,38.0,2.0,80.0,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,2019,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2019,all-nba
2nd,C,Joel Embiid,24.0,PHI,375.0,500.0,0.75,40.0,57.0,4.0,64.0,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,2019,all-nba
2nd,F,Kevin Durant,30.0,GSW,358.0,500.0,0.716,29.0,71.0,0.0,78.0,34.6,26.0,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,2019,all-nba
2nd,G,Damian Lillard,28.0,POR,306.0,500.0,0.612,8.0,87.0,5.0,80.0,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,2019,all-nba
2nd,F,Kawhi Leonard,27.0,TOR,242.0,500.0,0.484,0.0,73.0,23.0,60.0,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,2019,all-nba
2nd,G,Kyrie Irving,26.0,BOS,195.0,500.0,0.39,0.0,52.0,39.0,67.0,33.0,23.8,5.0,6.9,1.5,0.5,0.487,0.401,0.873,9.0,0.195,2019,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2019,all-nba
3rd,G,Russell Westbrook,30.0,OKC,178.0,500.0,0.356,1.0,43.0,44.0,73.0,36.0,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,2019,all-nba
3rd,F,Blake Griffin,29.0,DET,115.0,500.0,0.23,0.0,13.0,76.0,75.0,35.0,24.5,7.5,5.4,0.7,0.4,0.462,0.362,0.753,8.0,0.147,2019,all-nba
3rd,F,LeBron James,34.0,LAL,111.0,500.0,0.222,0.0,13.0,72.0,55.0,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179,2019,all-nba
3rd,C,Rudy Gobert,26.0,UTA,89.0,500.0,0.178,1.0,5.0,69.0,81.0,31.8,15.9,12.9,2.0,0.8,2.3,0.669,,0.636,14.4,0.268,2019,all-nba
3rd,G,Kemba Walker,28.0,CHO,51.0,500.0,0.102,0.0,4.0,39.0,82.0,34.9,25.6,4.4,5.9,1.2,0.4,0.434,0.356,0.844,7.4,0.123,2019,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2019,all-nba
ORV,G,Bradley Beal,25.0,WAS,34.0,500.0,0.068,0.0,1.0,31.0,82.0,36.9,25.6,5.0,5.5,1.5,0.7,0.475,0.351,0.808,7.6,0.12,2019,all-nba
ORV,G,Klay Thompson,28.0,GSW,27.0,500.0,0.054,0.0,3.0,18.0,78.0,34.0,21.5,3.8,2.4,1.1,0.6,0.467,0.402,0.816,5.3,0.095,2019,all-nba
ORV,C,Karl-Anthony Towns,23.0,MIN,20.0,500.0,0.04,0.0,0.0,20.0,77.0,33.1,24.4,12.4,3.4,0.9,1.6,0.518,0.4,0.836,10.4,0.197,2019,all-nba
ORV,F,LaMarcus Aldridge,33.0,SAS,17.0,500.0,0.034,0.0,2.0,11.0,81.0,33.2,21.3,9.2,2.4,0.5,1.3,0.519,0.238,0.847,9.3,0.167,2019,all-nba
ORV,F,Danilo Gallinari,30.0,LAC,7.0,500.0,0.014,0.0,1.0,4.0,68.0,30.3,19.8,6.1,2.6,0.7,0.3,0.463,0.433,0.904,8.2,0.191,2019,all-nba
