# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,G,Sidney Moncrief,28.0,MIL,32.0,46.0,0.696,73.0,35.2,20.2,4.6,4.9,1.4,0.2,0.489,0.32,0.859,11.7,0.219,3.4,0.7,105.0,1986,all-defensive
1st,G,Maurice Cheeks,29.0,PHI,29.0,46.0,0.63,82.0,39.9,15.4,2.9,9.2,2.5,0.3,0.537,0.235,0.842,10.6,0.155,3.4,1.0,107.0,1986,all-defensive
1st,F,Paul Pressey,27.0,MIL,27.0,46.0,0.587,80.0,33.8,14.3,5.0,7.8,2.1,0.9,0.488,0.182,0.806,9.8,0.174,4.7,2.4,101.0,1986,all-defensive
1st,C,Mark Eaton,29.0,UTA,22.0,46.0,0.478,80.0,31.9,8.5,8.4,1.3,0.4,4.6,0.47,,0.604,4.0,0.075,4.8,3.2,100.0,1986,all-defensive
1st,F,Kevin McHale,28.0,BOS,21.0,46.0,0.457,68.0,35.3,21.3,8.1,2.7,0.4,2.0,0.574,,0.776,11.0,0.22,3.8,0.8,103.0,1986,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1986,all-defensive
2nd,G,Alvin Robertson,23.0,SAS,25.0,46.0,0.543,82.0,35.1,17.0,6.3,5.5,3.7,0.5,0.514,0.276,0.795,8.6,0.143,4.6,3.3,103.0,1986,all-defensive
2nd,C,Manute Bol,23.0,WSB,19.0,46.0,0.413,80.0,26.1,3.7,6.0,0.3,0.4,5.0,0.46,0.0,0.488,3.9,0.089,4.2,4.7,99.0,1986,all-defensive
2nd,G,Michael Cooper,29.0,LAL,19.0,46.0,0.413,82.0,27.7,9.2,3.0,5.7,1.1,0.5,0.452,0.387,0.865,5.8,0.123,2.4,1.1,107.0,1986,all-defensive
2nd,G,Dennis Johnson,31.0,BOS,19.0,46.0,0.413,78.0,35.0,15.6,3.4,5.8,1.4,0.4,0.455,0.143,0.818,6.7,0.118,3.7,0.5,104.0,1986,all-defensive
2nd,F,Bill Hanzlik,28.0,DEN,14.0,46.0,0.304,79.0,25.1,12.5,3.3,4.0,1.4,0.2,0.447,0.195,0.785,4.7,0.115,2.3,0.7,106.0,1986,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1986,all-defensive
ORV,G,T.R. Dunn,30.0,DEN,16.0,46.0,0.348,82.0,29.3,5.0,4.6,2.1,1.9,0.2,0.454,0.0,0.773,4.9,0.098,3.1,2.2,105.0,1986,all-defensive
ORV,C,Hakeem Olajuwon,23.0,HOU,16.0,46.0,0.348,68.0,36.3,23.5,11.5,2.0,2.0,3.4,0.526,,0.645,9.5,0.186,4.2,1.2,102.0,1986,all-defensive
ORV,F,Larry Bird,29.0,BOS,13.0,46.0,0.283,82.0,38.0,25.8,9.8,6.8,2.0,0.6,0.496,0.423,0.896,15.8,0.244,6.2,2.1,99.0,1986,all-defensive
ORV,F,Bobby Jones,34.0,PHI,9.0,46.0,0.196,70.0,21.7,7.0,2.4,1.8,0.7,0.7,0.559,0.0,0.786,3.2,0.102,1.4,0.9,108.0,1986,all-defensive
ORV,F,Buck Williams,25.0,NJN,9.0,46.0,0.196,82.0,37.4,15.9,12.0,1.6,0.9,1.2,0.523,0.0,0.676,6.8,0.106,4.0,-0.4,105.0,1986,all-defensive
ORV,F,Rodney McCray,24.0,HOU,7.0,46.0,0.152,82.0,31.8,10.3,6.3,3.6,0.6,0.7,0.537,0.0,0.77,6.3,0.115,2.1,0.2,109.0,1986,all-defensive
