Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Julius Erving,25,NYA,32,32,35,0.914,84,38.6,29.3,11.0,5.0,2.5,1.9,0.507,0.33,0.801,17.7,0.262,1976,abamvp
2T,Bobby Jones,24,DNA,1,1,35,0.029,83,34.3,14.9,9.5,4.0,2.0,2.2,0.581,,0.698,10.2,0.172,1976,abamvp
2T,James Silas,26,SAA,1,1,35,0.029,84,37.0,23.8,4.0,5.4,1.8,0.3,0.519,0.0,0.872,13.1,0.202,1976,abamvp
2T,David Thompson,21,DNA,1,1,35,0.029,83,37.4,26.0,6.3,3.7,1.6,1.2,0.515,0.158,0.794,12.4,0.193,1976,abamvp
