Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Dale Ellis,26,SEA,33,33,78,0.423,82,37.5,24.9,5.5,2.9,1.3,0.4,0.516,0.358,0.787,9.3,0.145,1987,mip
2,James Donaldson,29,DAL,6,6,78,0.077,82,36.9,10.8,11.9,0.8,0.6,1.7,0.586,,0.812,10.4,0.166,1987,mip
3T,Sleepy Floyd,26,GSW,5,5,78,0.064,82,37.4,18.8,3.3,10.3,1.8,0.2,0.488,0.384,0.86,10.0,0.157,1987,mip
3T,Fat Lever,26,DEN,5,5,78,0.064,82,37.2,18.9,8.9,8.0,2.5,0.4,0.469,0.239,0.782,9.7,0.153,1987,mip
3T,Otis Thorpe,24,SAC,5,5,78,0.064,82,36.0,18.9,10.0,2.5,0.6,0.7,0.54,0.0,0.761,9.0,0.146,1987,mip
3T,Kevin Willis,24,ATL,5,5,78,0.064,81,32.4,16.1,10.5,0.8,0.8,0.8,0.536,0.25,0.709,8.6,0.156,1987,mip
7,Gerald Wilkins,23,NYK,4,4,78,0.051,80,34.5,19.1,3.7,4.4,1.1,0.2,0.486,0.351,0.701,3.3,0.057,1987,mip
8,Terry Porter,23,POR,3,3,78,0.038,80,33.9,13.1,4.2,8.9,2.0,0.1,0.488,0.217,0.838,6.8,0.12,1987,mip
9T,Michael Cage,25,LAC,2,2,78,0.026,80,36.5,15.7,11.5,1.6,1.2,0.8,0.521,0.0,0.73,7.2,0.119,1987,mip
9T,Steve Johnson,29,POR,2,2,78,0.026,79,29.7,16.8,7.2,2.0,0.6,1.0,0.556,,0.698,4.4,0.091,1987,mip
9T,Karl Malone,23,UTA,2,2,78,0.026,82,34.8,21.7,10.4,1.9,1.3,0.7,0.512,0.0,0.598,6.9,0.116,1987,mip
9T,Tim McCormick,24,PHI,2,2,78,0.026,81,34.8,12.8,7.5,1.4,0.4,0.8,0.545,0.0,0.719,6.0,0.102,1987,mip
13T,Charles Barkley,23,PHI,1,1,78,0.013,68,40.3,23.0,14.6,4.9,1.8,1.5,0.594,0.202,0.761,12.0,0.21,1987,mip
13T,Bob Hansen,26,UTA,1,1,78,0.013,72,20.2,9.7,2.8,1.4,0.6,0.1,0.453,0.356,0.76,2.6,0.085,1987,mip
13T,John Paxson,26,CHI,1,1,78,0.013,82,32.8,11.3,1.7,5.7,0.8,0.1,0.487,0.371,0.809,6.0,0.106,1987,mip
13T,Larry Smith,29,GSW,1,1,78,0.013,80,29.7,8.8,11.5,1.2,0.9,0.7,0.546,0.0,0.574,5.4,0.109,1987,mip
