Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Corliss Williamson,28,DET,56,56,125,0.448,78,21.8,13.6,4.1,1.2,0.6,0.3,0.51,0.2,0.805,5.1,0.144,2002,6moy
2,Bobby Jackson,28,SAC,30,30,125,0.24,81,21.6,11.1,3.1,2.0,0.9,0.1,0.443,0.361,0.81,5.4,0.148,2002,6moy
3,Quentin Richardson,21,LAC,20,20,125,0.16,81,26.6,13.3,4.1,1.6,1.0,0.3,0.432,0.381,0.765,5.6,0.125,2002,6moy
4,Malik Rose,27,SAS,8,8,125,0.064,82,21.0,9.4,6.0,0.7,0.9,0.5,0.463,0.083,0.72,4.4,0.123,2002,6moy
5T,Troy Hudson,25,ORL,3,3,125,0.024,81,22.9,11.7,1.8,3.1,0.7,0.1,0.434,0.353,0.876,2.5,0.064,2002,6moy
5T,Desmond Mason,24,SEA,3,3,125,0.024,75,32.3,12.4,4.7,1.4,0.9,0.4,0.464,0.271,0.848,4.7,0.093,2002,6moy
7,Hedo Türkoğlu,22,SAC,2,2,125,0.016,80,24.6,10.1,4.5,2.0,0.7,0.4,0.422,0.368,0.726,5.2,0.127,2002,6moy
8T,Ricky Davis,22,CLE,1,1,125,0.008,82,23.8,11.7,3.0,2.2,0.8,0.3,0.481,0.314,0.79,2.8,0.068,2002,6moy
8T,Robert Horry,31,LAL,1,1,125,0.008,81,26.4,6.8,5.9,2.9,1.0,1.1,0.398,0.374,0.783,6.9,0.154,2002,6moy
8T,Jacque Vaughn,26,ATL,1,1,125,0.008,82,22.6,6.6,2.0,4.3,0.8,0.0,0.47,0.444,0.825,3.5,0.091,2002,6moy
