# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,F,LeBron James,27.0,MIA,53.0,60.0,0.883,62.0,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,4.5,2.7,97.0,2012,all-defensive
1st,F,Serge Ibaka,22.0,OKC,47.0,60.0,0.783,66.0,27.2,9.1,7.5,0.4,0.5,3.7,0.535,0.333,0.661,6.2,0.167,3.2,2.3,98.0,2012,all-defensive
1st,C,Dwight Howard,26.0,ORL,41.0,60.0,0.683,54.0,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0.0,0.491,7.7,0.179,4.4,2.0,96.0,2012,all-defensive
1st,G,Chris Paul,26.0,LAC,35.0,60.0,0.583,60.0,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,2.3,2.4,104.0,2012,all-defensive
1st,G,Tony Allen,30.0,MEM,33.0,60.0,0.55,58.0,26.3,9.8,4.0,1.4,1.8,0.6,0.469,0.308,0.8,4.2,0.131,2.5,2.3,100.0,2012,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,2012,all-defensive
2nd,C,Tyson Chandler,29.0,NYK,36.0,60.0,0.6,62.0,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0.0,0.689,9.5,0.22,3.6,1.1,99.0,2012,all-defensive
2nd,G,Rajon Rondo,25.0,BOS,29.0,60.0,0.483,53.0,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121,3.4,0.6,99.0,2012,all-defensive
2nd,F,Kevin Garnett,35.0,BOS,26.0,60.0,0.433,60.0,31.1,15.8,8.2,2.9,0.9,1.0,0.503,0.333,0.857,6.9,0.178,4.3,2.5,94.0,2012,all-defensive
2nd,F,Luol Deng,26.0,CHI,20.0,60.0,0.333,54.0,39.4,15.3,6.5,2.9,1.0,0.7,0.412,0.367,0.77,5.8,0.132,3.6,1.1,100.0,2012,all-defensive
2nd,G,Kobe Bryant,33.0,LAL,17.0,60.0,0.283,58.0,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132,2.0,-0.9,106.0,2012,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,2012,all-defensive
ORV,F,Andre Iguodala,28.0,PHI,19.0,60.0,0.317,62.0,35.6,12.4,6.1,5.5,1.7,0.5,0.454,0.394,0.617,7.3,0.158,4.2,2.5,98.0,2012,all-defensive
ORV,C,Joakim Noah,26.0,CHI,14.0,60.0,0.233,64.0,30.4,10.2,9.8,2.5,0.6,1.4,0.508,0.0,0.748,9.0,0.223,4.2,2.1,96.0,2012,all-defensive
ORV,G,Iman Shumpert,21.0,NYK,13.0,60.0,0.217,59.0,28.9,9.5,3.2,2.8,1.7,0.1,0.401,0.306,0.798,2.4,0.068,2.5,1.6,101.0,2012,all-defensive
ORV,F,Paul George,21.0,IND,10.0,60.0,0.167,66.0,29.7,12.1,5.6,2.4,1.6,0.6,0.44,0.385,0.802,6.0,0.148,3.2,2.1,100.0,2012,all-defensive
ORV,G,Russell Westbrook,23.0,OKC,9.0,60.0,0.15,66.0,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,2.4,-0.7,105.0,2012,all-defensive
ORV,F,Josh Smith,26.0,ATL,8.0,60.0,0.133,66.0,35.3,18.8,9.6,3.9,1.4,1.7,0.458,0.257,0.63,6.8,0.139,4.9,2.1,96.0,2012,all-defensive
ORV,C,Tim Duncan,35.0,SAS,5.0,60.0,0.083,58.0,28.2,15.4,9.0,2.3,0.7,1.5,0.492,0.0,0.695,5.9,0.174,2.9,1.3,99.0,2012,all-defensive
ORV,F,Grant Hill,39.0,PHO,5.0,60.0,0.083,49.0,28.1,10.2,3.5,2.2,0.8,0.6,0.446,0.264,0.761,1.6,0.055,0.9,0.5,107.0,2012,all-defensive
ORV,G,Thabo Sefolosha,27.0,OKC,5.0,60.0,0.083,42.0,21.8,4.8,3.0,1.1,0.9,0.4,0.432,0.437,0.884,1.8,0.095,1.0,1.7,104.0,2012,all-defensive
