Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Dolph Schayes,PHI,13,13,27,0.481,80,55,25,0.688,1966,coy
2,Red Auerbach,BOS,9,9,27,0.333,80,54,26,0.675,1966,coy
3T,Fred Schaus,LAL,2,2,27,0.074,80,45,35,0.563,1966,coy
3T,Paul Seymour,BAL,2,2,27,0.074,80,38,42,0.475,1966,coy
5,Jack McMahon,CIN,1,1,27,0.037,80,45,35,0.563,1966,coy
