# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,C,Moses Malone,23.0,HOU,120.0,132.0,0.909,,,,82.0,41.3,24.8,17.6,1.8,1.0,1.5,0.54,,0.739,14.1,0.2,1979,all-nba
1st,G,George Gervin,26.0,SAS,114.0,132.0,0.864,,,,80.0,36.1,29.6,5.0,2.7,1.7,1.1,0.541,,0.826,11.4,0.189,1979,all-nba
1st,F,Marques Johnson,22.0,MIL,99.0,132.0,0.75,,,,77.0,36.1,25.6,7.6,3.0,1.5,1.2,0.55,,0.76,12.2,0.211,1979,all-nba
1st,F,Elvin Hayes,33.0,WSB,98.0,132.0,0.742,,,,82.0,37.9,21.8,12.1,1.7,0.9,2.3,0.487,,0.654,9.4,0.146,1979,all-nba
1st,G,Paul Westphal,28.0,PHO,90.0,132.0,0.682,,,,81.0,32.6,24.0,2.0,6.5,1.4,0.3,0.535,,0.837,10.4,0.189,1979,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1979,all-nba
2nd,C,Kareem Abdul-Jabbar,31.0,LAL,,132.0,,,,,80.0,39.5,23.8,12.8,5.4,1.0,4.0,0.577,,0.736,14.4,0.219,1979,all-nba
2nd,F,Bob Dandridge,31.0,WSB,,132.0,,,,,78.0,33.7,20.4,5.7,4.7,0.9,0.7,0.499,,0.825,8.7,0.158,1979,all-nba
2nd,F,Walter Davis,24.0,PHO,,132.0,,,,,79.0,30.8,23.6,4.7,4.3,1.9,0.3,0.561,,0.831,9.4,0.184,1979,all-nba
2nd,G,Phil Ford,22.0,KCK,,132.0,,,,,79.0,34.5,15.9,2.3,8.6,2.2,0.1,0.465,,0.813,5.7,0.101,1979,all-nba
2nd,G,World B. Free,25.0,SDC,,132.0,,,,,78.0,37.9,28.8,3.9,4.4,1.4,0.4,0.481,,0.756,10.1,0.164,1979,all-nba
