Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Frank Layden,UTA,54,54,76,0.711,82,45,37,0.549,1984,coy
2,Chuck Daly,DET,12,12,76,0.158,82,49,33,0.598,1984,coy
3,Hubie Brown,NYK,5,5,76,0.066,82,47,35,0.573,1984,coy
4,K.C. Jones,BOS,3,3,76,0.039,82,62,20,0.756,1984,coy
5,Dick Motta,DAL,1,1,76,0.013,82,43,39,0.524,1984,coy
6,Jack Ramsay,POR,1,1,76,0.013,82,48,34,0.585,1984,coy
