Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Mike D'Antoni,PHO,41,326,630,0.517,82,62,20,0.756,2005,coy
2,Rick Carlisle,IND,26,241,630,0.383,82,44,38,0.537,2005,coy
3,Nate McMillan,SEA,30,234,630,0.371,82,52,30,0.634,2005,coy
4,Scott Skiles,CHI,18,199,630,0.316,82,47,35,0.573,2005,coy
5,George Karl,DEN,10,97,630,0.154,40,32,8,0.8,2005,coy
6,Stan Van Gundy,MIA,1,18,630,0.029,82,59,23,0.72,2005,coy
7,Eddie Jordan,WAS,0,14,630,0.022,82,45,37,0.549,2005,coy
8,Gregg Popovich,SAS,0,3,630,0.005,82,59,23,0.72,2005,coy
9,Mike Fratello,MEM,0,2,630,0.003,66,40,26,0.606,2005,coy
