Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Brandon Ingram,22,NOP,42,326,500,0.652,62,33.9,23.8,6.1,4.2,1.0,0.6,0.463,0.391,0.851,5.1,0.115,2020,mip
2,Bam Adebayo,22,MIA,38,295,500,0.59,72,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,2020,mip
3,Luka Dončić,20,DAL,12,101,500,0.202,61,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,8.8,0.207,2020,mip
4,Jayson Tatum,21,BOS,3,57,500,0.114,66,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,6.9,0.146,2020,mip
5,Devonte' Graham,24,CHO,2,50,500,0.1,63,35.1,18.2,3.4,7.5,1.0,0.2,0.382,0.373,0.82,3.4,0.073,2020,mip
6,Shai Gilgeous-Alexander,21,OKC,0,21,500,0.042,70,34.7,19.0,5.9,3.3,1.1,0.7,0.471,0.347,0.807,6.1,0.121,2020,mip
7,Pascal Siakam,25,TOR,1,13,500,0.026,60,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,5.4,0.123,2020,mip
8,Christian Wood,24,DET,1,11,500,0.022,62,21.4,13.1,6.3,1.0,0.5,0.9,0.567,0.386,0.744,5.1,0.183,2020,mip
9,Trae Young,21,ATL,0,10,500,0.02,60,35.3,29.6,4.3,9.3,1.1,0.1,0.437,0.361,0.86,5.9,0.133,2020,mip
10,Fred VanVleet,25,TOR,1,6,500,0.012,54,35.7,17.6,3.8,6.6,1.9,0.3,0.413,0.39,0.848,5.8,0.145,2020,mip
11T,Dāvis Bertāns,27,WAS,0,3,500,0.006,54,29.3,15.4,4.5,1.7,0.7,0.6,0.434,0.424,0.852,3.5,0.107,2020,mip
11T,Jaylen Brown,23,BOS,0,3,500,0.006,57,33.9,20.3,6.4,2.1,1.1,0.4,0.481,0.382,0.724,4.9,0.123,2020,mip
13,Markelle Fultz,21,ORL,0,2,500,0.004,72,27.7,12.1,3.3,5.1,1.3,0.2,0.465,0.267,0.73,2.7,0.065,2020,mip
14T,Spencer Dinwiddie,26,BRK,0,1,500,0.002,64,31.2,20.6,3.5,6.8,0.6,0.3,0.415,0.308,0.778,4.8,0.116,2020,mip
14T,Duncan Robinson,25,MIA,0,1,500,0.002,73,29.7,13.5,3.2,1.4,0.5,0.3,0.47,0.446,0.931,5.3,0.118,2020,mip
