Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Sidney Wicks,22,POR,77,77,115,0.67,82,39.6,24.5,11.5,4.3,,,0.427,,0.71,2.3,0.034,1972,nbaroy
2,Elmore Smith,22,BUF,21,21,115,0.183,78,40.8,17.3,15.2,1.4,,,0.454,,0.534,1.5,0.022,1972,nbaroy
3,Austin Carr,23,CLE,9,9,115,0.078,43,35.8,21.2,3.5,3.4,,,0.426,,0.76,1.0,0.03,1972,nbaroy
4,Clifford Ray,23,CHI,5,5,115,0.043,82,22.8,7.0,10.6,3.1,,,0.499,,0.615,8.7,0.222,1972,nbaroy
5,Curtis Rowe,22,DET,2,2,115,0.017,82,32.5,11.3,8.5,1.2,,,0.46,,0.669,2.3,0.041,1972,nbaroy
6,Mike Newlin,23,HOU,1,1,115,0.009,82,18.2,7.6,2.8,1.6,,,0.414,,0.75,1.6,0.05,1972,nbaroy
