Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Mahmoud Abdul-Rauf,23,DEN,25,25,98,0.255,81,33.5,19.2,2.8,4.2,1.0,0.1,0.45,0.355,0.935,5.1,0.091,1993,mip
2,Eric Murdock,24,MIL,14,14,98,0.143,79,30.8,14.4,3.6,7.6,2.2,0.1,0.468,0.261,0.78,6.1,0.121,1993,mip
3,Kenny Anderson,22,NJN,13,13,98,0.133,55,36.5,16.9,4.1,8.2,1.7,0.2,0.435,0.28,0.776,4.4,0.106,1993,mip
4,John Starks,27,NYK,11,11,98,0.112,80,31.0,17.5,2.6,5.1,1.1,0.2,0.428,0.321,0.795,7.5,0.145,1993,mip
5,Clifford Robinson,26,POR,9,9,98,0.092,82,31.4,19.1,6.6,2.2,1.2,2.0,0.473,0.247,0.69,6.8,0.127,1993,mip
6,Gary Payton,24,SEA,8,8,98,0.082,82,31.1,13.5,3.4,4.9,2.2,0.3,0.494,0.206,0.77,7.8,0.147,1993,mip
8,Derrick Coleman,25,NJN,3,3,98,0.031,76,36.3,20.7,11.2,3.6,1.2,1.7,0.46,0.232,0.808,9.5,0.165,1993,mip
9T,Blue Edwards,27,MIL,2,2,98,0.02,82,33.3,16.9,4.7,2.6,1.6,0.5,0.512,0.349,0.79,5.7,0.101,1993,mip
9T,Doug West,25,MIN,2,2,98,0.02,80,38.8,19.3,3.1,2.9,1.1,0.3,0.517,0.087,0.841,4.3,0.066,1993,mip
11T,Alaa Abdelnaby,24,TOT,1,1,98,0.01,75,17.5,7.7,4.5,0.4,0.3,0.3,0.518,0.0,0.759,2.0,0.074,1993,mip
11T,Mookie Blaylock,25,ATL,1,1,98,0.01,80,35.3,13.4,3.5,8.4,2.5,0.3,0.429,0.375,0.728,7.0,0.119,1993,mip
11T,Cedric Ceballos,23,PHO,1,1,98,0.01,74,21.7,12.8,5.5,1.0,0.7,0.4,0.576,0.0,0.725,6.2,0.186,1993,mip
11T,Shawn Kemp,23,SEA,1,1,98,0.01,78,33.1,17.8,10.7,2.0,1.5,1.9,0.492,0.0,0.712,9.1,0.169,1993,mip
11T,Terry Mills,25,DET,1,1,98,0.01,81,27.0,14.8,5.8,1.4,0.5,0.6,0.461,0.278,0.791,3.8,0.084,1993,mip
11T,Dražen Petrović,28,NJN,1,1,98,0.01,70,38.0,22.3,2.7,3.5,1.3,0.2,0.518,0.449,0.87,8.4,0.152,1993,mip
