# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Luke Jackson,23.0,PHI,8.0,8.0,1.0,,,76.0,34.1,14.8,12.9,1.2,,,0.414,,0.713,4.8,0.088,1965,all-rookie
1st,Howard Komives,23.0,NYK,8.0,8.0,1.0,,,80.0,29.7,12.2,2.4,3.3,,,0.374,,0.835,0.7,0.014,1965,all-rookie
1st,Willis Reed,22.0,NYK,8.0,8.0,1.0,,,80.0,38.0,19.5,14.7,1.7,,,0.432,,0.742,5.5,0.087,1965,all-rookie
1st,Jim Barnes,23.0,NYK,6.0,8.0,0.75,,,75.0,34.5,15.5,9.7,1.2,,,0.424,,0.662,3.4,0.063,1965,all-rookie
1st,Joe Caldwell,23.0,DET,4.0,8.0,0.5,,,66.0,23.4,10.7,6.7,1.8,,,0.374,,0.614,0.3,0.008,1965,all-rookie
1st,Wali Jones,22.0,BAL,4.0,8.0,0.5,,,77.0,16.2,5.3,1.8,2.6,,,0.375,,0.728,0.3,0.01,1965,all-rookie
,,,,,,,,,,,,,,,,,,,,,1965,all-rookie
ORV,McCoy McLemore,22.0,SFW,3.0,8.0,0.375,,,78.0,22.2,8.3,6.3,1.0,,,0.337,,0.714,-0.3,-0.008,1965,all-rookie
ORV,Em Bryant,26.0,NYK,2.0,8.0,0.25,,,77.0,17.3,4.9,2.2,2.2,,,0.333,,0.654,-0.7,-0.026,1965,all-rookie
ORV,Walt Hazzard,22.0,LAL,1.0,8.0,0.125,,,66.0,13.9,4.2,1.7,2.1,,,0.382,,0.648,0.2,0.013,1965,all-rookie
ORV,Jeff Mullins,22.0,STL,1.0,8.0,0.125,,,44.0,11.2,4.9,2.3,1.0,,,0.416,,0.672,0.8,0.079,1965,all-rookie
