Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Phil Jackson,CHI,82,82,113,0.726,82,72,10,0.878,1996,coy
2,Mike Fratello,CLE,22,22,113,0.195,82,47,35,0.573,1996,coy
3T,Doug Collins,DET,3,3,113,0.027,82,46,36,0.561,1996,coy
3T,Bob Hill,SAS,3,3,113,0.027,82,59,23,0.72,1996,coy
5,Rudy Tomjanovich,HOU,2,2,113,0.018,82,48,34,0.585,1996,coy
6,Lenny Wilkens,ATL,1,1,113,0.009,82,46,36,0.561,1996,coy
