Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1,Mark Eaton,28,UTA,32,32,78,0.41,82,34.3,9.7,11.3,1.5,0.4,5.6,0.449,,0.712,5.4,0.093,6.7,4.2,97,1985,dpoy
2,Sidney Moncrief,27,MIL,13,13,78,0.167,73,37.5,21.7,5.4,5.2,1.6,0.5,0.483,0.273,0.828,11.2,0.197,3.9,1.0,105,1985,dpoy
3,Paul Pressey,26,MIL,10,10,78,0.128,80,36.0,16.1,5.4,6.8,1.6,0.7,0.517,0.35,0.758,9.6,0.16,4.4,1.6,104,1985,dpoy
4,Michael Cooper,28,LAL,9,9,78,0.115,82,26.7,8.6,3.1,5.2,1.1,0.6,0.465,0.285,0.865,4.6,0.102,2.3,1.1,108,1985,dpoy
5,Maurice Cheeks,28,PHI,5,5,78,0.064,78,33.5,13.1,2.8,6.4,2.2,0.3,0.57,0.231,0.879,9.0,0.165,2.8,1.5,108,1985,dpoy
6,Dennis Johnson,30,BOS,3,3,78,0.038,80,37.2,15.7,4.0,6.8,1.2,0.5,0.462,0.269,0.853,6.4,0.103,2.8,0.0,109,1985,dpoy
7T,T.R. Dunn,29,DEN,2,2,78,0.026,81,28.3,5.4,4.8,1.9,1.7,0.2,0.489,0.0,0.724,4.4,0.092,2.3,1.1,108,1985,dpoy
7T,Micheal Ray Richardson,29,NJN,2,2,78,0.026,82,38.1,20.1,5.6,8.2,3.0,0.3,0.469,0.252,0.767,8.7,0.134,4.2,1.6,105,1985,dpoy
7T,Danny Vranes,26,SEA,2,2,78,0.026,76,28.5,5.8,5.7,2.0,1.0,0.8,0.463,0.25,0.528,1.8,0.039,2.4,1.2,107,1985,dpoy
