Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Bill Sharman,LAL,42,42,51,0.824,82,69,13,0.841,1972,coy
2T,Al Attles,GSW,3,3,51,0.059,82,51,31,0.622,1972,coy
2T,Tom Heinsohn,BOS,3,3,51,0.059,82,56,26,0.683,1972,coy
4,Gene Shue,BAL,2,2,51,0.039,82,38,44,0.463,1972,coy
5,Lenny Wilkens,SEA,1,1,51,0.02,82,47,35,0.573,1972,coy
