# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Yao Ming,22.0,HOU,56.0,56.0,1.0,28.0,0.0,82.0,29.0,13.5,8.2,1.7,0.4,1.8,0.498,0.5,0.811,8.7,0.176,2003,all-rookie
1st,Amar'e Stoudemire,20.0,PHO,56.0,56.0,1.0,28.0,0.0,82.0,31.3,13.5,8.8,1.0,0.8,1.1,0.472,0.2,0.661,6.2,0.116,2003,all-rookie
1st,Caron Butler,22.0,MIA,55.0,56.0,0.982,27.0,1.0,78.0,36.6,15.4,5.1,2.7,1.8,0.4,0.416,0.318,0.824,5.1,0.086,2003,all-rookie
1st,Nenê,20.0,DEN,40.0,56.0,0.714,13.0,14.0,80.0,28.2,10.5,6.1,1.9,1.6,0.8,0.519,0.0,0.578,5.0,0.107,2003,all-rookie
,,,,,,,,,,,,,,,,,,,,,2003,all-rookie
2nd,Manu Ginóbili,25.0,SAS,38.0,56.0,0.679,13.0,12.0,69.0,20.7,7.6,2.3,2.0,1.4,0.2,0.438,0.345,0.737,4.2,0.141,2003,all-rookie
2nd,Carlos Boozer,21.0,CLE,28.0,56.0,0.5,5.0,18.0,81.0,25.3,10.0,7.5,1.3,0.7,0.6,0.536,0.0,0.771,5.9,0.139,2003,all-rookie
2nd,Jay Williams,21.0,CHI,28.0,56.0,0.5,3.0,22.0,75.0,26.1,9.5,2.6,4.7,1.1,0.2,0.399,0.322,0.64,0.8,0.02,2003,all-rookie
2nd,J.R. Bremer,22.0,BOS,18.0,56.0,0.321,2.0,14.0,64.0,23.5,8.3,2.3,2.6,0.6,0.0,0.369,0.353,0.766,3.0,0.096,2003,all-rookie
,,,,,,,,,,,,,,,,,,,,,2003,all-rookie
ORV,Dajuan Wagner,19.0,CLE,13.0,56.0,0.232,0.0,13.0,47.0,29.5,13.4,1.7,2.8,0.8,0.1,0.369,0.316,0.8,0.3,0.011,2003,all-rookie
ORV,Mehmet Okur,23.0,DET,11.0,56.0,0.196,0.0,11.0,72.0,19.0,6.9,4.7,1.0,0.3,0.5,0.426,0.339,0.733,3.8,0.134,2003,all-rookie
ORV,Marko Jarić,24.0,LAC,6.0,56.0,0.107,0.0,6.0,66.0,20.9,7.4,2.4,2.9,1.5,0.2,0.401,0.319,0.752,1.9,0.067,2003,all-rookie
ORV,Mike Dunleavy,22.0,GSW,4.0,56.0,0.071,0.0,4.0,82.0,15.9,5.7,2.6,1.3,0.6,0.2,0.403,0.347,0.78,1.5,0.055,2003,all-rookie
ORV,Mike Batiste,25.0,MEM,2.0,56.0,0.036,0.0,2.0,75.0,16.6,6.4,3.4,0.7,0.6,0.2,0.422,0.222,0.784,0.8,0.029,2003,all-rookie
ORV,Rasual Butler,23.0,MIA,2.0,56.0,0.036,0.0,2.0,72.0,21.0,7.5,2.6,1.3,0.3,0.6,0.362,0.292,0.731,0.1,0.002,2003,all-rookie
ORV,Junior Harrington,22.0,DEN,2.0,56.0,0.036,0.0,2.0,82.0,24.4,5.1,3.0,3.4,1.0,0.2,0.362,0.25,0.652,-0.4,-0.009,2003,all-rookie
ORV,Juan Dixon,24.0,WAS,1.0,56.0,0.018,0.0,1.0,42.0,15.4,6.4,1.7,1.0,0.6,0.1,0.384,0.298,0.804,0.1,0.005,2003,all-rookie
ORV,Reggie Evans,22.0,SEA,1.0,56.0,0.018,0.0,1.0,67.0,20.4,3.2,6.6,0.5,0.6,0.2,0.471,,0.519,3.0,0.105,2003,all-rookie
ORV,Casey Jacobsen,21.0,PHO,1.0,56.0,0.018,0.0,1.0,72.0,15.9,5.1,1.2,1.0,0.5,0.1,0.373,0.315,0.686,1.2,0.051,2003,all-rookie
ORV,Vincent Yarbrough,21.0,DEN,1.0,56.0,0.018,0.0,1.0,59.0,23.4,6.9,2.7,2.2,1.0,0.6,0.393,0.269,0.79,1.0,0.035,2003,all-rookie
