# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Chris Paul,20.0,NOK,58.0,58.0,1.0,29.0,0.0,78.0,36.0,16.1,5.1,7.8,2.2,0.1,0.43,0.282,0.847,10.4,0.178,2006,all-rookie
1st,Charlie Villanueva,21.0,TOR,56.0,58.0,0.966,27.0,2.0,81.0,29.1,13.0,6.4,1.1,0.7,0.8,0.463,0.327,0.706,3.9,0.079,2006,all-rookie
1st,Andrew Bogut,21.0,MIL,55.0,58.0,0.948,26.0,3.0,82.0,28.6,9.4,7.0,2.3,0.6,0.8,0.533,0.0,0.629,5.5,0.113,2006,all-rookie
1st,Deron Williams,21.0,UTA,46.0,58.0,0.793,18.0,10.0,80.0,28.8,10.8,2.4,4.5,0.8,0.2,0.421,0.416,0.704,2.8,0.059,2006,all-rookie
1st,Channing Frye,22.0,NYK,45.0,58.0,0.776,17.0,11.0,65.0,24.2,12.3,5.8,0.8,0.5,0.7,0.477,0.333,0.825,3.5,0.108,2006,all-rookie
,,,,,,,,,,,,,,,,,,,,,2006,all-rookie
2nd,Danny Granger,22.0,IND,43.0,58.0,0.741,14.0,15.0,78.0,22.6,7.5,4.9,1.2,0.7,0.8,0.462,0.323,0.777,5.1,0.139,2006,all-rookie
2nd,Raymond Felton,21.0,CHA,40.0,58.0,0.69,14.0,12.0,80.0,30.1,11.9,3.3,5.6,1.3,0.1,0.391,0.358,0.725,2.6,0.051,2006,all-rookie
2nd,Luther Head,23.0,HOU,28.0,58.0,0.483,4.0,20.0,80.0,28.9,8.8,3.3,2.7,1.1,0.1,0.403,0.361,0.699,3.5,0.072,2006,all-rookie
2nd,Marvin Williams,19.0,ATL,15.0,58.0,0.259,0.0,15.0,79.0,24.7,8.5,4.8,0.8,0.6,0.3,0.443,0.245,0.747,2.8,0.069,2006,all-rookie
2nd,Ryan Gomes,23.0,BOS,14.0,58.0,0.241,0.0,14.0,61.0,22.6,7.6,4.9,1.0,0.6,0.1,0.487,0.333,0.752,3.1,0.108,2006,all-rookie
,,,,,,,,,,,,,,,,,,,,,2006,all-rookie
ORV,Šarūnas Jasikevičius,29.0,IND,12.0,58.0,0.207,1.0,10.0,75.0,20.8,7.3,2.0,3.0,0.5,0.1,0.396,0.364,0.91,3.3,0.103,2006,all-rookie
ORV,Ike Diogu,22.0,GSW,8.0,58.0,0.138,0.0,8.0,69.0,14.9,7.0,3.3,0.4,0.2,0.4,0.524,,0.81,2.6,0.123,2006,all-rookie
ORV,Nate Robinson,21.0,NYK,7.0,58.0,0.121,0.0,7.0,72.0,21.4,9.3,2.3,2.0,0.8,0.0,0.407,0.397,0.752,1.5,0.046,2006,all-rookie
ORV,Rashad McCants,21.0,MIN,6.0,58.0,0.103,0.0,6.0,79.0,17.2,7.9,1.8,0.8,0.6,0.3,0.45,0.372,0.736,1.6,0.058,2006,all-rookie
ORV,Johan Petro,20.0,SEA,6.0,58.0,0.103,0.0,6.0,68.0,18.9,5.2,4.4,0.2,0.4,0.8,0.51,,0.627,1.0,0.037,2006,all-rookie
ORV,José Calderón,24.0,TOR,3.0,58.0,0.052,0.0,3.0,64.0,23.2,5.5,2.2,4.5,0.7,0.1,0.423,0.163,0.848,0.9,0.029,2006,all-rookie
ORV,Jarrett Jack,22.0,POR,3.0,58.0,0.052,0.0,3.0,79.0,20.2,6.7,2.0,2.8,0.5,0.0,0.442,0.263,0.8,1.2,0.035,2006,all-rookie
ORV,Joey Graham,23.0,TOR,2.0,58.0,0.034,0.0,2.0,80.0,19.8,6.7,3.1,0.8,0.5,0.2,0.478,0.333,0.812,1.3,0.038,2006,all-rookie
ORV,Martell Webster,19.0,POR,2.0,58.0,0.034,0.0,2.0,61.0,17.5,6.6,2.1,0.6,0.3,0.2,0.399,0.357,0.859,0.9,0.039,2006,all-rookie
ORV,Salim Stoudamire,23.0,ATL,1.0,58.0,0.017,0.0,1.0,61.0,20.3,9.7,1.9,1.2,0.4,0.0,0.415,0.38,0.9,1.2,0.046,2006,all-rookie
