# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,C,Hakeem Olajuwon,25.0,HOU,27.0,46.0,0.587,79.0,35.8,22.8,12.1,2.1,2.1,2.7,0.514,0.0,0.695,10.7,0.182,6.3,2.2,98.0,1988,all-defensive
1st,F,Kevin McHale,30.0,BOS,26.0,46.0,0.565,64.0,37.3,22.6,8.4,2.7,0.4,1.4,0.604,,0.797,10.2,0.205,2.0,-0.5,110.0,1988,all-defensive
1st,G,Michael Cooper,31.0,LAL,25.0,46.0,0.543,61.0,29.4,8.7,3.7,4.7,1.1,0.4,0.392,0.32,0.858,3.1,0.082,1.8,0.9,108.0,1988,all-defensive
1st,G,Michael Jordan,24.0,CHI,24.0,46.0,0.522,82.0,40.4,35.0,5.5,5.9,3.2,1.6,0.535,0.132,0.841,21.2,0.308,6.1,4.2,101.0,1988,all-defensive
1st,F,Rodney McCray,26.0,HOU,22.0,46.0,0.478,81.0,33.2,12.4,7.8,3.3,0.7,0.6,0.481,0.0,0.785,7.6,0.135,3.2,0.4,107.0,1988,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1988,all-defensive
2nd,C,Mark Eaton,31.0,UTA,19.0,46.0,0.413,82.0,33.3,7.0,8.7,0.7,0.5,3.7,0.418,,0.623,4.1,0.072,5.2,2.0,101.0,1988,all-defensive
2nd,C,Patrick Ewing,25.0,NYK,19.0,46.0,0.413,82.0,31.0,20.2,8.2,1.5,1.3,3.0,0.555,0.0,0.716,8.1,0.154,4.7,2.4,101.0,1988,all-defensive
2nd,G,Alvin Robertson,25.0,SAS,19.0,46.0,0.413,82.0,36.3,19.6,6.1,6.8,3.0,0.8,0.465,0.284,0.748,5.8,0.094,2.8,1.2,109.0,1988,all-defensive
2nd,G,Fat Lever,27.0,DEN,14.0,46.0,0.304,82.0,37.3,18.9,8.1,7.8,2.7,0.3,0.473,0.211,0.785,10.4,0.163,4.9,2.2,103.0,1988,all-defensive
2nd,F,Buck Williams,27.0,NJN,11.0,46.0,0.239,70.0,37.7,18.3,11.9,1.6,1.0,0.6,0.56,1.0,0.668,7.6,0.138,2.8,-1.1,108.0,1988,all-defensive
2nd,F,Karl Malone,24.0,UTA,10.0,46.0,0.217,82.0,39.0,27.7,12.0,2.4,1.4,0.6,0.52,0.0,0.7,10.1,0.152,6.1,-0.2,101.0,1988,all-defensive
