# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,G,Tiny Archibald,24.0,KCO,16.0,17.0,0.932,,,,80.0,46.0,34.0,2.8,11.4,,,0.488,,0.847,14.2,0.186,1973,all-nba
1st,F,John Havlicek,32.0,BOS,16.0,17.0,0.925,,,,80.0,42.1,23.8,7.1,6.6,,,0.45,,0.858,12.1,0.172,1973,all-nba
1st,G,Jerry West,34.0,LAL,13.0,17.0,0.78,,,,69.0,35.7,22.8,4.2,8.8,,,0.479,,0.805,10.6,0.206,1973,all-nba
1st,F,Spencer Haywood,23.0,SEA,13.0,17.0,0.742,,,,77.0,42.3,29.2,12.9,2.5,,,0.476,,0.839,10.2,0.15,1973,all-nba
1st,C,Kareem Abdul-Jabbar,25.0,MIL,11.0,17.0,0.637,,,,76.0,42.8,30.2,16.1,5.0,,,0.554,,0.713,21.9,0.322,1973,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1973,all-nba
2nd,G,Walt Frazier,27.0,NYK,12.0,17.0,0.68,,,,78.0,40.8,21.1,7.3,5.9,,,0.49,,0.817,13.0,0.196,1973,all-nba
2nd,C,Dave Cowens,24.0,BOS,10.0,17.0,0.609,,,,82.0,41.8,20.5,16.2,4.1,,,0.452,,0.779,12.0,0.168,1973,all-nba
2nd,G,Pete Maravich,25.0,ATL,5.0,17.0,0.298,,,,79.0,39.1,26.1,4.4,6.9,,,0.441,,0.8,7.6,0.118,1973,all-nba
2nd,F,Elvin Hayes,27.0,BAL,5.0,17.0,0.283,,,,81.0,41.3,21.2,14.5,1.6,,,0.444,,0.671,7.6,0.109,1973,all-nba
2nd,F,Rick Barry,28.0,GSW,4.0,17.0,0.262,,,,82.0,37.5,22.3,8.9,4.9,,,0.452,,0.902,10.2,0.159,1973,all-nba
