Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Don Nelson,MIL,43.5,43.5,78,0.558,82,59,23,0.72,1985,coy
2,Doug Moe,DEN,19.0,19.0,78,0.244,82,52,30,0.634,1985,coy
3,George Karl,CLE,15.5,15.5,78,0.199,82,36,46,0.439,1985,coy
