# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Wes Unseld,22.0,BAL,14.0,14.0,1.0,,,82.0,36.2,13.8,18.2,2.6,,,0.476,,0.605,10.8,0.175,1969,all-rookie
1st,Elvin Hayes,23.0,SDR,13.0,14.0,0.929,,,82.0,45.1,28.4,17.1,1.4,,,0.447,,0.626,9.6,0.124,1969,all-rookie
1st,Art Harris,22.0,SEA,9.0,14.0,0.643,,,80.0,32.0,12.4,3.8,3.2,,,0.395,,0.641,-0.4,-0.007,1969,all-rookie
1st,Bill Hewitt,24.0,LAL,9.0,14.0,0.643,,,75.0,19.4,7.2,4.4,1.0,,,0.453,,0.575,1.7,0.056,1969,all-rookie
1st,Gary Gregor,23.0,PHO,6.0,14.0,0.429,,,80.0,27.3,11.1,8.9,1.2,,,0.415,,0.649,-0.4,-0.009,1969,all-rookie
,,,,,,,,,,,,,,,,,,,,,1969,all-rookie
ORV,Greg Smith,22.0,MIL,5.0,14.0,0.357,,,79.0,27.9,8.1,10.2,1.7,,,0.45,,0.587,2.7,0.058,1969,all-rookie
ORV,Ron Williams,24.0,SFW,5.0,14.0,0.357,,,75.0,19.6,7.8,2.4,3.3,,,0.42,,0.768,2.6,0.086,1969,all-rookie
ORV,Rick Adelman,22.0,SDR,3.0,14.0,0.214,,,77.0,18.8,6.3,2.8,3.1,,,0.394,,0.642,2.2,0.074,1969,all-rookie
ORV,Stu Lantz,22.0,SDR,3.0,14.0,0.214,,,73.0,18.9,7.8,3.2,1.4,,,0.456,,0.772,3.4,0.118,1969,all-rookie
