Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Lou Williams,28,TOR,78,502,650,0.772,80,25.2,15.5,1.9,2.1,1.1,0.1,0.404,0.34,0.861,6.6,0.157,2015,6moy
2,Isaiah Thomas,25,TOT,33,324,650,0.498,67,25.8,16.4,2.3,4.2,0.9,0.1,0.42,0.373,0.868,6.1,0.169,2015,6moy
3,Jamal Crawford,34,LAC,8,131,650,0.202,64,26.6,15.8,1.9,2.5,0.9,0.2,0.396,0.327,0.901,3.6,0.102,2015,6moy
4,Andre Iguodala,31,GSW,7,100,650,0.154,77,26.9,7.8,3.3,3.0,1.2,0.3,0.466,0.349,0.596,5.1,0.117,2015,6moy
5,Tristan Thompson,23,CLE,0,33,650,0.051,82,26.8,8.5,8.0,0.5,0.4,0.7,0.547,,0.641,6.8,0.148,2015,6moy
6,Nikola Mirotić,23,CHI,1,24,650,0.037,82,20.2,10.2,4.9,1.2,0.7,0.7,0.405,0.316,0.803,5.7,0.165,2015,6moy
7,Marreese Speights,27,GSW,1,20,650,0.031,76,15.9,10.4,4.3,0.9,0.3,0.4,0.492,0.278,0.843,4.0,0.158,2015,6moy
8T,Corey Brewer,28,TOT,1,12,650,0.018,80,26.1,11.5,3.7,2.2,1.4,0.2,0.426,0.268,0.743,3.1,0.071,2015,6moy
8T,Manu Ginóbili,37,SAS,0,12,650,0.018,70,22.7,10.5,3.0,4.2,1.0,0.3,0.426,0.345,0.721,3.7,0.111,2015,6moy
10,Taj Gibson,29,CHI,1,8,650,0.012,62,27.3,10.3,6.4,1.1,0.6,1.2,0.502,,0.717,4.8,0.137,2015,6moy
11T,Aaron Brooks,30,CHI,0,1,650,0.002,82,23.0,11.6,2.0,3.2,0.7,0.2,0.421,0.387,0.833,3.3,0.083,2015,6moy
11T,Chris Kaman,32,POR,0,1,650,0.002,74,18.9,8.6,6.5,0.9,0.2,0.7,0.515,,0.706,3.3,0.112,2015,6moy
11T,Anthony Morrow,29,OKC,0,1,650,0.002,74,24.4,10.7,2.6,0.8,0.7,0.1,0.463,0.434,0.888,5.7,0.151,2015,6moy
11T,Dennis Schröder,21,ATL,0,1,650,0.002,77,19.7,10.0,2.1,4.1,0.6,0.1,0.427,0.351,0.827,2.5,0.08,2015,6moy
