# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,F,Larry Bird,25.0,BOS,138.0,138.0,1.0,69.0,0.0,,77.0,38.0,22.9,10.9,5.8,1.9,0.9,0.503,0.212,0.863,12.5,0.205,1982,all-nba
1st,F,Julius Erving,31.0,PHI,131.0,138.0,0.949,,,,81.0,34.4,24.4,6.9,3.9,2.0,1.7,0.546,0.273,0.763,13.3,0.229,1982,all-nba
1st,C,Moses Malone,26.0,HOU,130.0,138.0,0.942,,,,81.0,42.0,31.1,14.7,1.8,0.9,1.5,0.519,0.0,0.762,15.4,0.218,1982,all-nba
1st,G,George Gervin,29.0,SAS,114.0,138.0,0.826,,,,79.0,35.7,32.3,5.0,2.4,1.0,0.6,0.5,0.278,0.864,10.7,0.182,1982,all-nba
1st,G,Gus Williams,28.0,SEA,94.0,138.0,0.681,,,,80.0,36.0,23.4,3.1,6.9,2.2,0.5,0.486,0.225,0.734,10.2,0.171,1982,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1982,all-nba
2nd,G,Magic Johnson,22.0,LAL,80.0,138.0,0.58,,,,78.0,38.3,18.6,9.6,9.5,2.7,0.4,0.537,0.207,0.76,12.9,0.207,1982,all-nba
2nd,G,Sidney Moncrief,24.0,MIL,79.0,138.0,0.572,,,,80.0,37.3,19.8,6.7,4.8,1.7,0.3,0.523,0.071,0.817,13.4,0.216,1982,all-nba
2nd,F,Alex English,28.0,DEN,37.0,138.0,0.268,,,,82.0,36.8,25.4,6.8,5.3,1.1,1.5,0.551,0.0,0.84,9.5,0.152,1982,all-nba
2nd,F,Bernard King,25.0,GSW,34.0,138.0,0.246,,,,79.0,36.2,23.2,5.9,3.6,1.0,0.3,0.566,0.2,0.705,8.7,0.147,1982,all-nba
2nd,C,Robert Parish,28.0,BOS,34.0,138.0,0.246,,,,80.0,31.7,19.9,10.8,1.8,0.9,2.4,0.542,,0.71,10.0,0.19,1982,all-nba
