Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Scott Skiles,26,ORL,25,25,96,0.26,79,34.4,17.2,3.4,8.4,1.1,0.1,0.445,0.408,0.902,7.0,0.124,1991,mip
2,Kevin Gamble,25,BOS,21,21,96,0.219,82,33.0,15.6,3.3,3.1,1.2,0.4,0.587,0.0,0.815,8.3,0.147,1991,mip
3,Kenny Smith,25,HOU,20,20,96,0.208,78,34.6,17.7,2.1,7.1,1.4,0.1,0.52,0.363,0.844,9.0,0.161,1991,mip
4,Harvey Grant,25,WSB,12,12,96,0.125,77,36.9,18.2,7.2,2.6,1.2,0.8,0.498,0.133,0.743,6.7,0.112,1991,mip
5,Tim Hardaway,24,GSW,6,6,96,0.063,82,39.2,22.9,4.0,9.7,2.6,0.1,0.476,0.385,0.803,9.9,0.148,1991,mip
6,Sean Elliott,22,SAS,3,3,96,0.031,82,37.1,15.9,5.6,2.9,0.8,0.4,0.49,0.313,0.808,8.8,0.138,1991,mip
7,Shawn Kemp,21,SEA,2,2,96,0.021,81,30.1,15.0,8.4,1.8,1.0,1.5,0.508,0.167,0.661,6.1,0.121,1991,mip
8T,Michael Adams,28,DEN,1,1,96,0.01,66,35.5,26.5,3.9,10.5,2.2,0.1,0.394,0.296,0.879,6.3,0.128,1991,mip
8T,Rex Chapman,23,CHH,1,1,96,0.01,70,30.0,15.7,2.7,3.6,1.0,0.2,0.445,0.324,0.83,3.0,0.069,1991,mip
8T,Derek Harper,29,DAL,1,1,96,0.01,77,37.4,19.7,3.0,7.1,1.9,0.2,0.467,0.362,0.731,7.6,0.127,1991,mip
8T,Bernard King,34,WSB,1,1,96,0.01,64,37.5,28.4,5.0,4.6,0.9,0.3,0.472,0.216,0.79,3.5,0.07,1991,mip
8T,Scottie Pippen,25,CHI,1,1,96,0.01,82,36.8,17.8,7.3,6.2,2.4,1.1,0.52,0.309,0.706,11.2,0.179,1991,mip
8T,Larry Smith,33,HOU,1,1,96,0.01,81,23.7,3.3,8.8,1.1,1.0,0.3,0.487,,0.24,4.4,0.109,1991,mip
8T,Spud Webb,27,ATL,1,1,96,0.01,75,29.3,13.4,2.3,5.6,1.6,0.1,0.447,0.321,0.868,5.4,0.118,1991,mip
