Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1,Dennis Rodman,28,DET,49,49,92,0.533,82,29.0,8.8,9.7,0.9,0.6,0.7,0.581,0.111,0.654,9.3,0.189,4.4,0.9,101,1990,dpoy
2,Hakeem Olajuwon,27,HOU,35,35,92,0.38,82,38.1,24.3,14.0,2.9,2.1,4.6,0.501,0.167,0.713,11.2,0.173,8.7,4.0,93,1990,dpoy
3T,Joe Dumars,26,DET,2,2,92,0.022,75,34.4,17.8,2.8,4.9,0.8,0.0,0.48,0.4,0.9,8.7,0.162,3.0,0.3,107,1990,dpoy
3T,Derek Harper,28,DAL,2,2,92,0.022,82,36.7,18.0,3.0,7.4,2.3,0.3,0.488,0.371,0.794,9.9,0.158,3.6,1.4,107,1990,dpoy
5T,Mark Eaton,33,UTA,1,1,92,0.011,82,27.8,4.8,7.3,0.5,0.4,2.5,0.527,,0.669,5.3,0.112,3.9,2.1,102,1990,dpoy
5T,Patrick Ewing,27,NYK,1,1,92,0.011,82,38.6,28.6,10.9,2.2,1.0,4.0,0.551,0.25,0.775,13.5,0.205,5.3,1.8,103,1990,dpoy
5T,Michael Jordan,26,CHI,1,1,92,0.011,82,39.0,33.6,6.9,6.3,2.8,0.7,0.526,0.376,0.848,19.0,0.285,4.3,2.1,106,1990,dpoy
5T,Alvin Robertson,27,MIL,1,1,92,0.011,81,32.1,14.2,6.9,5.5,2.6,0.2,0.503,0.154,0.741,7.5,0.138,3.9,2.0,104,1990,dpoy
