# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,G,James Harden,27.0,HOU,500.0,500.0,1.0,100.0,0.0,0.0,81.0,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15.0,0.245,2017,all-nba
1st,F,LeBron James,32.0,CLE,498.0,500.0,0.996,99.0,1.0,0.0,74.0,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,2017,all-nba
1st,G,Russell Westbrook,28.0,OKC,498.0,500.0,0.996,99.0,1.0,0.0,81.0,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,2017,all-nba
1st,F,Kawhi Leonard,25.0,SAS,490.0,500.0,0.98,96.0,3.0,1.0,74.0,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,2017,all-nba
1st,C,Anthony Davis,23.0,NOP,343.0,500.0,0.686,45.0,34.0,16.0,75.0,36.1,28.0,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11.0,0.195,2017,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2017,all-nba
2nd,C,Rudy Gobert,24.0,UTA,339.0,500.0,0.678,43.0,38.0,10.0,81.0,33.9,14.0,12.8,1.2,0.6,2.6,0.661,0.0,0.653,14.3,0.25,2017,all-nba
2nd,G,Stephen Curry,28.0,GSW,290.0,500.0,0.58,1.0,93.0,6.0,79.0,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,2017,all-nba
2nd,F,Giannis Antetokounmpo,22.0,MIL,258.0,500.0,0.516,0.0,81.0,15.0,80.0,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,2017,all-nba
2nd,F,Kevin Durant,28.0,GSW,239.0,500.0,0.478,3.0,66.0,26.0,62.0,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12.0,0.278,2017,all-nba
2nd,G,Isaiah Thomas,27.0,BOS,236.0,500.0,0.472,0.0,71.0,23.0,76.0,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,2017,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2017,all-nba
3rd,F,Draymond Green,26.0,GSW,134.0,500.0,0.268,4.0,21.0,51.0,76.0,32.5,10.2,7.9,7.0,2.0,1.4,0.418,0.308,0.709,8.2,0.16,2017,all-nba
3rd,G,John Wall,26.0,WAS,125.0,500.0,0.25,0.0,19.0,68.0,78.0,36.4,23.1,4.2,10.7,2.0,0.6,0.451,0.327,0.801,8.8,0.149,2017,all-nba
3rd,F,Jimmy Butler,27.0,CHI,102.0,500.0,0.204,0.0,19.0,45.0,76.0,37.0,23.9,6.2,5.5,1.9,0.4,0.455,0.367,0.865,13.8,0.236,2017,all-nba
3rd,G,DeMar DeRozan,27.0,TOR,62.0,500.0,0.124,0.0,4.0,50.0,74.0,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9.0,0.166,2017,all-nba
3rd,C,DeAndre Jordan,28.0,LAC,54.0,500.0,0.108,3.0,7.0,18.0,81.0,31.7,12.7,13.8,1.2,0.6,1.7,0.714,0.0,0.482,11.8,0.221,2017,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2017,all-nba
ORV,C,Karl-Anthony Towns,21.0,MIN,50.0,500.0,0.1,2.0,,,82.0,37.0,25.1,12.3,2.7,0.7,1.3,0.542,0.367,0.832,12.7,0.201,2017,all-nba
ORV,G,Chris Paul,31.0,LAC,49.0,500.0,0.098,0.0,,,61.0,31.5,18.1,5.0,9.2,2.0,0.1,0.476,0.411,0.892,10.6,0.264,2017,all-nba
ORV,C,Marc Gasol,32.0,MEM,48.0,500.0,0.096,2.0,,,74.0,34.2,19.5,6.3,4.6,0.9,1.3,0.459,0.388,0.837,7.7,0.145,2017,all-nba
ORV,C,DeMarcus Cousins,26.0,TOT,42.0,500.0,0.084,2.0,,,72.0,34.2,27.0,11.0,4.6,1.4,1.3,0.452,0.361,0.772,7.6,0.149,2017,all-nba
ORV,F,Paul George,26.0,IND,40.0,500.0,0.08,0.0,,,75.0,35.9,23.7,6.6,3.3,1.6,0.4,0.461,0.393,0.898,7.1,0.126,2017,all-nba
ORV,F,Gordon Hayward,26.0,UTA,27.0,500.0,0.054,0.0,,,73.0,34.5,21.9,5.4,3.5,1.0,0.3,0.471,0.398,0.844,10.4,0.199,2017,all-nba
ORV,C,Hassan Whiteside,27.0,MIA,18.0,500.0,0.036,0.0,,,77.0,32.6,17.0,14.1,0.7,0.7,2.1,0.557,,0.628,9.5,0.181,2017,all-nba
ORV,G,Kyrie Irving,24.0,CLE,14.0,500.0,0.028,0.0,,,72.0,35.1,25.2,3.2,5.8,1.2,0.3,0.473,0.401,0.905,8.9,0.17,2017,all-nba
ORV,G,Klay Thompson,26.0,GSW,14.0,500.0,0.028,0.0,,,78.0,34.0,22.3,3.7,2.1,0.8,0.5,0.468,0.414,0.853,7.1,0.129,2017,all-nba
ORV,C,Nikola Jokić,21.0,DEN,12.0,500.0,0.024,1.0,,,73.0,27.9,16.7,9.8,4.9,0.8,0.8,0.578,0.324,0.825,9.7,0.228,2017,all-nba
ORV,G,Damian Lillard,26.0,POR,12.0,500.0,0.024,0.0,,,75.0,35.9,27.0,4.9,5.9,0.9,0.3,0.444,0.37,0.895,10.4,0.185,2017,all-nba
ORV,F,Paul Millsap,31.0,ATL,3.0,500.0,0.006,0.0,,,69.0,34.0,18.1,7.7,3.7,1.3,0.9,0.442,0.311,0.768,6.4,0.132,2017,all-nba
ORV,F,LaMarcus Aldridge,31.0,SAS,1.0,500.0,0.002,0.0,0.0,1.0,72.0,32.4,17.3,7.3,1.9,0.6,1.2,0.477,0.411,0.812,7.2,0.149,2017,all-nba
ORV,F,Blake Griffin,27.0,LAC,1.0,500.0,0.002,0.0,0.0,1.0,61.0,34.0,21.6,8.1,4.9,0.9,0.4,0.493,0.336,0.76,7.7,0.179,2017,all-nba
ORV,C,Al Horford,30.0,BOS,1.0,500.0,0.002,0.0,0.0,1.0,68.0,32.3,14.0,6.8,5.0,0.8,1.3,0.473,0.355,0.8,6.3,0.138,2017,all-nba
