# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,F,Kevin McHale,29.0,BOS,36.0,46.0,0.783,77.0,39.7,26.1,9.9,2.6,0.5,2.2,0.604,0.0,0.836,14.8,0.232,4.0,0.4,106.0,1987,all-defensive
1st,F,Michael Cooper,30.0,LAL,35.0,46.0,0.761,82.0,27.5,10.5,3.1,4.5,1.0,0.5,0.438,0.385,0.851,6.1,0.131,2.3,0.7,108.0,1987,all-defensive
1st,G,Alvin Robertson,24.0,SAS,27.0,46.0,0.587,81.0,33.3,17.7,5.2,5.2,3.2,0.4,0.466,0.271,0.753,5.3,0.094,3.4,2.1,106.0,1987,all-defensive
1st,C,Hakeem Olajuwon,24.0,HOU,26.0,46.0,0.565,75.0,36.8,23.4,11.4,2.9,1.9,3.4,0.508,0.2,0.702,10.9,0.189,6.0,2.7,99.0,1987,all-defensive
1st,G,Dennis Johnson,32.0,BOS,24.0,46.0,0.522,79.0,37.1,13.4,3.3,7.5,1.1,0.5,0.444,0.113,0.833,5.2,0.085,2.6,-0.1,109.0,1987,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1987,all-defensive
2nd,G,Maurice Cheeks,30.0,PHI,21.0,46.0,0.457,68.0,38.6,15.6,3.2,7.9,2.6,0.2,0.527,0.235,0.777,7.9,0.145,2.7,1.0,108.0,1987,all-defensive
2nd,C,Mark Eaton,30.0,UTA,21.0,46.0,0.457,79.0,31.7,7.7,8.8,1.3,0.5,4.1,0.4,,0.657,3.6,0.068,5.0,3.1,100.0,1987,all-defensive
2nd,F,Paul Pressey,28.0,MIL,20.0,46.0,0.435,61.0,33.7,13.9,4.9,7.2,1.8,0.8,0.477,0.291,0.738,5.5,0.129,2.9,1.6,105.0,1987,all-defensive
2nd,F,Rodney McCray,25.0,HOU,19.0,46.0,0.413,81.0,38.7,14.4,7.1,5.4,1.1,0.7,0.552,0.0,0.779,9.4,0.144,3.8,1.0,107.0,1987,all-defensive
2nd,G,Derek Harper,25.0,DAL,11.0,46.0,0.239,77.0,33.2,16.0,2.6,7.9,2.2,0.3,0.501,0.358,0.684,9.4,0.177,2.6,1.2,109.0,1987,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1987,all-defensive
ORV,C,Manute Bol,24.0,WSB,14.0,46.0,0.304,82.0,18.9,3.1,4.4,0.1,0.2,3.7,0.446,0.0,0.672,2.4,0.074,2.9,4.6,101.0,1987,all-defensive
ORV,G,Fat Lever,26.0,DEN,10.0,46.0,0.217,82.0,37.2,18.9,8.9,8.0,2.5,0.4,0.469,0.239,0.782,9.7,0.153,3.8,1.4,107.0,1987,all-defensive
ORV,F,Sam Perkins,25.0,DAL,9.0,46.0,0.196,80.0,33.6,14.8,7.7,1.8,1.4,1.0,0.482,0.352,0.828,7.5,0.134,3.3,0.6,107.0,1987,all-defensive
ORV,F,Kevin Willis,24.0,ATL,8.0,46.0,0.174,81.0,32.4,16.1,10.5,0.8,0.8,0.8,0.536,0.25,0.709,8.6,0.156,4.2,-0.5,104.0,1987,all-defensive
ORV,F,Buck Williams,26.0,NJN,6.0,46.0,0.13,82.0,36.3,18.0,12.5,1.6,1.0,1.1,0.557,0.0,0.731,7.9,0.127,3.6,-0.5,107.0,1987,all-defensive
