Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Goran Dragić,27,PHO,65,408,630,0.648,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186,2014,mip
2,Lance Stephenson,23,IND,13,158,630,0.251,78,35.3,13.8,7.2,4.6,0.7,0.1,0.491,0.352,0.711,7.4,0.13,2014,mip
3,Anthony Davis,20,NOP,16,155,630,0.246,67,35.2,20.8,10.0,1.6,1.3,2.8,0.519,0.222,0.791,10.4,0.212,2014,mip
4,Gerald Green,28,PHO,16,117,630,0.186,82,28.4,15.8,3.4,1.5,0.9,0.5,0.445,0.4,0.848,6.1,0.126,2014,mip
5,DeAndre Jordan,25,LAC,4,66,630,0.105,82,35.0,10.4,13.6,0.9,1.0,2.5,0.676,,0.428,11.1,0.186,2014,mip
6,Kyle Lowry,27,TOR,2,43,630,0.068,79,36.2,17.9,4.7,7.4,1.5,0.2,0.423,0.38,0.813,11.7,0.197,2014,mip
7,Blake Griffin,24,LAC,6,39,630,0.062,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,2014,mip
8,DeMar DeRozan,24,TOR,1,28,630,0.044,79,38.2,22.7,4.3,4.0,1.1,0.4,0.429,0.305,0.824,8.8,0.141,2014,mip
9,Patty Mills,25,SAS,0,14,630,0.022,81,18.9,10.2,2.1,1.8,0.8,0.1,0.464,0.425,0.89,5.6,0.175,2014,mip
10T,Markieff Morris,24,PHO,1,13,630,0.021,81,26.6,13.8,6.0,1.8,0.8,0.6,0.486,0.315,0.792,6.4,0.143,2014,mip
10T,Isaiah Thomas,24,SAC,0,13,630,0.021,72,34.7,20.3,2.9,6.3,1.3,0.1,0.453,0.349,0.85,7.7,0.149,2014,mip
12,Shaun Livingston,28,BRK,0,11,630,0.017,76,26.0,8.3,3.2,3.2,1.2,0.4,0.483,0.167,0.827,4.4,0.108,2014,mip
13,D.J. Augustin,26,TOT,1,9,630,0.014,71,27.3,13.1,1.8,4.4,0.7,0.0,0.415,0.401,0.885,6.2,0.154,2014,mip
14,Reggie Jackson,23,OKC,0,8,630,0.013,80,28.5,13.1,3.9,4.1,1.1,0.1,0.44,0.339,0.893,4.9,0.104,2014,mip
15T,Robin Lopez,25,POR,0,6,630,0.01,82,31.7,11.1,8.5,0.9,0.3,1.7,0.551,0.0,0.818,9.5,0.176,2014,mip
15T,Klay Thompson,23,GSW,0,6,630,0.01,81,35.4,18.4,3.1,2.2,0.9,0.5,0.444,0.417,0.795,6.7,0.112,2014,mip
17T,Kevin Durant,25,OKC,1,5,630,0.008,81,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,2014,mip
17T,DeMarcus Cousins,23,SAC,0,5,630,0.008,71,32.4,22.7,11.7,2.9,1.5,1.3,0.496,0.0,0.726,7.9,0.166,2014,mip
19,Al Jefferson,29,CHA,0,4,630,0.006,73,35.0,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,2014,mip
20T,Bradley Beal,20,WAS,0,3,630,0.005,73,34.7,17.1,3.7,3.3,1.0,0.2,0.419,0.402,0.788,4.0,0.076,2014,mip
20T,Mike Conley,26,MEM,0,3,630,0.005,73,33.5,17.2,2.9,6.0,1.5,0.2,0.45,0.361,0.815,8.2,0.161,2014,mip
20T,Andre Drummond,20,DET,0,3,630,0.005,81,32.3,13.5,13.2,0.4,1.2,1.6,0.623,0.0,0.418,9.9,0.182,2014,mip
20T,Taj Gibson,28,CHI,0,3,630,0.005,82,28.7,13.0,6.8,1.1,0.5,1.4,0.479,0.0,0.751,5.7,0.117,2014,mip
20T,LeBron James,29,MIA,0,3,630,0.005,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,2014,mip
20T,Terrence Jones,22,HOU,0,3,630,0.005,76,27.3,12.1,6.9,1.1,0.7,1.3,0.542,0.307,0.605,7.3,0.169,2014,mip
20T,Jodie Meeks,26,LAL,0,3,630,0.005,77,33.2,15.7,2.5,1.8,1.4,0.1,0.463,0.401,0.857,4.5,0.084,2014,mip
27T,LaMarcus Aldridge,28,POR,0,1,630,0.002,69,36.2,23.2,11.1,2.6,0.9,1.0,0.458,0.2,0.822,7.5,0.144,2014,mip
27T,Alec Burks,22,UTA,0,1,630,0.002,78,28.1,14.0,3.3,2.7,0.9,0.2,0.457,0.35,0.748,3.2,0.07,2014,mip
27T,Paul Millsap,28,ATL,0,1,630,0.002,74,33.5,17.9,8.5,3.1,1.7,1.1,0.461,0.358,0.731,6.7,0.129,2014,mip
27T,Chandler Parsons,25,HOU,0,1,630,0.002,74,37.6,16.6,5.5,4.0,1.2,0.4,0.472,0.37,0.742,7.6,0.131,2014,mip
27T,John Wall,23,WAS,0,1,630,0.002,82,36.3,19.3,4.1,8.8,1.8,0.5,0.433,0.351,0.805,7.9,0.128,2014,mip
