Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Eric Gordon,28,HOU,46,358,500,0.716,75,31.0,16.2,2.7,2.5,0.6,0.5,0.406,0.372,0.84,3.8,0.079,2017,6moy
2,Andre Iguodala,33,GSW,43,326,500,0.652,76,26.3,7.6,4.0,3.4,1.0,0.5,0.528,0.362,0.706,6.9,0.167,2017,6moy
3,Lou Williams,30,TOT,5,70,500,0.14,81,24.6,17.5,2.5,3.0,1.0,0.2,0.429,0.365,0.88,6.1,0.148,2017,6moy
4,Zach Randolph,35,MEM,2,46,500,0.092,73,24.5,14.1,8.2,1.7,0.5,0.1,0.449,0.223,0.731,3.2,0.086,2017,6moy
5,James Johnson,29,MIA,1,25,500,0.05,76,27.4,12.8,4.9,3.6,1.0,1.1,0.479,0.34,0.707,5.1,0.117,2017,6moy
6,Greg Monroe,26,MIL,1,21,500,0.042,81,22.5,11.7,6.6,2.3,1.1,0.5,0.533,0.0,0.741,5.6,0.147,2017,6moy
7,Jamal Crawford,36,LAC,1,20,500,0.04,82,26.3,12.3,1.6,2.6,0.7,0.2,0.413,0.36,0.857,1.9,0.043,2017,6moy
8T,Enes Freedom,24,OKC,1,14,500,0.028,72,21.3,14.3,6.7,0.9,0.4,0.5,0.545,0.132,0.786,5.8,0.183,2017,6moy
8T,Patty Mills,28,SAS,0,14,500,0.028,80,21.9,9.5,1.8,3.5,0.8,0.0,0.44,0.414,0.825,5.1,0.139,2017,6moy
10,Tim Hardaway Jr.,24,ATL,0,3,500,0.006,79,27.3,14.5,2.8,2.3,0.7,0.2,0.455,0.357,0.766,4.8,0.107,2017,6moy
11T,Malcolm Brogdon,24,MIL,0,1,500,0.002,75,26.4,10.2,2.8,4.2,1.1,0.2,0.457,0.404,0.865,4.1,0.1,2017,6moy
11T,Vince Carter,40,MEM,0,1,500,0.002,73,24.6,8.0,3.1,1.8,0.8,0.5,0.394,0.378,0.765,4.0,0.106,2017,6moy
11T,Tyler Johnson,24,MIA,0,1,500,0.002,73,29.8,13.7,4.0,3.2,1.2,0.6,0.433,0.372,0.768,5.8,0.128,2017,6moy
