Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Larry Brown,PHI,85,85,124,0.685,82,56,26,0.683,2001,coy
2,Rick Adelman,SAC,11,11,124,0.089,82,55,27,0.671,2001,coy
3,Don Nelson,DAL,8,8,124,0.065,82,53,29,0.646,2001,coy
4,Pat Riley,MIA,5,5,124,0.04,82,50,32,0.61,2001,coy
5T,Alvin Gentry,LAC,4,4,124,0.032,82,31,51,0.378,2001,coy
5T,George Karl,MIL,4,4,124,0.032,82,52,30,0.634,2001,coy
7T,Gregg Popovich,SAS,3,3,124,0.024,82,58,24,0.707,2001,coy
7T,Flip Saunders,MIN,3,3,124,0.024,82,47,35,0.573,2001,coy
9,Jerry Sloan,UTA,1,1,124,0.008,82,53,29,0.646,2001,coy
