# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,F,Bobby Jones,30.0,PHI,38.0,46.0,0.826,76.0,28.7,14.4,5.2,2.5,1.3,1.5,0.564,0.0,0.79,8.2,0.181,3.4,1.7,103.0,1982,all-defensive
1st,G,Michael Cooper,25.0,LAL,24.0,46.0,0.522,76.0,28.9,11.9,3.5,3.0,1.6,0.8,0.517,0.118,0.813,5.0,0.109,2.6,1.2,106.0,1982,all-defensive
1st,F,Dan Roundfield,28.0,ATL,24.0,46.0,0.522,61.0,36.3,18.6,11.8,2.7,1.0,1.5,0.466,0.2,0.76,6.5,0.141,4.1,0.7,100.0,1982,all-defensive
1st,C,Caldwell Jones,31.0,PHI,22.0,46.0,0.478,81.0,30.2,7.9,8.7,1.2,0.5,1.8,0.497,0.0,0.817,5.2,0.102,4.1,1.0,102.0,1982,all-defensive
1st,G,Dennis Johnson,27.0,PHO,21.0,46.0,0.457,80.0,36.7,19.5,5.1,4.6,1.3,0.7,0.47,0.19,0.806,8.1,0.132,4.0,0.1,104.0,1982,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1982,all-defensive
2nd,G,Quinn Buckner,27.0,MIL,16.0,46.0,0.348,70.0,30.8,12.9,3.6,4.7,2.5,0.0,0.482,0.267,0.655,4.6,0.103,3.9,2.1,101.0,1982,all-defensive
2nd,G,Sidney Moncrief,24.0,MIL,13.0,46.0,0.283,80.0,37.3,19.8,6.7,4.8,1.7,0.3,0.523,0.071,0.817,13.4,0.216,4.5,0.9,103.0,1982,all-defensive
2nd,C,Jack Sikma,26.0,SEA,13.0,46.0,0.283,82.0,37.2,19.6,12.7,3.4,1.2,1.3,0.479,0.154,0.855,12.6,0.199,6.7,1.7,97.0,1982,all-defensive
2nd,F,Larry Bird,25.0,BOS,11.0,46.0,0.239,77.0,38.0,22.9,10.9,5.8,1.9,0.9,0.503,0.212,0.863,12.5,0.205,5.7,2.3,99.0,1982,all-defensive
2nd,F,Lonnie Shelton,26.0,SEA,7.0,46.0,0.152,81.0,32.9,14.9,6.3,3.1,1.2,0.5,0.486,0.0,0.783,5.8,0.105,4.3,0.6,102.0,1982,all-defensive
