# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,F,Billy Cunningham,25.0,PHI,13.0,14.0,0.932,,,,82.0,40.8,24.8,12.8,3.5,,,0.426,,0.737,9.0,0.129,1969,all-nba
1st,F,Elgin Baylor,34.0,LAL,13.0,14.0,0.904,,,,76.0,40.3,24.8,10.6,5.4,,,0.447,,0.743,8.5,0.133,1969,all-nba
1st,G,Earl Monroe,24.0,BAL,12.0,14.0,0.835,,,,80.0,38.4,25.8,3.5,4.9,,,0.44,,0.768,8.8,0.138,1969,all-nba
1st,G,Oscar Robertson,30.0,CIN,11.0,14.0,0.768,,,,79.0,43.8,24.7,6.4,9.8,,,0.486,,0.838,12.9,0.18,1969,all-nba
1st,C,Wes Unseld,22.0,BAL,7.0,14.0,0.475,,,,82.0,36.2,13.8,18.2,2.6,,,0.476,,0.605,10.8,0.175,1969,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1969,all-nba
2nd,C,Willis Reed,26.0,NYK,6.0,14.0,0.416,,,,82.0,37.9,21.1,14.5,2.3,,,0.521,,0.747,14.7,0.227,1969,all-nba
2nd,F,John Havlicek,28.0,BOS,5.0,14.0,0.383,,,,82.0,38.7,21.6,7.0,5.4,,,0.405,,0.78,7.3,0.11,1969,all-nba
2nd,G,Jerry West,30.0,LAL,5.0,14.0,0.365,,,,61.0,39.2,25.9,4.3,6.9,,,0.471,,0.821,10.8,0.216,1969,all-nba
2nd,G,Hal Greer,32.0,PHI,4.0,14.0,0.316,,,,82.0,40.4,23.1,5.3,5.0,,,0.459,,0.796,9.9,0.144,1969,all-nba
2nd,F,Dave DeBusschere,28.0,TOT,3.0,14.0,0.195,,,,76.0,38.7,16.3,11.7,2.5,,,0.444,,0.698,5.2,0.085,1969,all-nba
