# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,F,Bobby Jones,31.0,PHI,27.0,46.0,0.587,74.0,23.6,9.0,4.6,1.9,1.1,1.2,0.543,0.0,0.793,6.4,0.175,3.1,2.8,99.0,1983,all-defensive
1st,G,Sidney Moncrief,25.0,MIL,27.0,46.0,0.587,76.0,35.7,22.5,5.8,3.9,1.5,0.3,0.524,0.1,0.826,13.2,0.233,3.5,0.4,103.0,1983,all-defensive
1st,F,Dan Roundfield,29.0,ATL,26.0,46.0,0.565,77.0,36.5,19.0,11.4,2.9,0.8,1.5,0.47,0.185,0.749,7.4,0.127,4.5,0.5,100.0,1983,all-defensive
1st,G,Maurice Cheeks,26.0,PHI,24.0,46.0,0.522,79.0,31.2,12.5,2.6,6.9,2.3,0.4,0.542,0.167,0.754,9.4,0.183,3.8,2.3,101.0,1983,all-defensive
1st,G,Dennis Johnson,28.0,PHO,24.0,46.0,0.522,77.0,33.1,14.2,4.4,5.0,1.3,0.5,0.462,0.161,0.791,6.6,0.125,3.6,0.6,102.0,1983,all-defensive
1st,C,Moses Malone,27.0,PHI,18.0,46.0,0.391,78.0,37.5,24.5,15.3,1.3,1.1,2.0,0.501,0.0,0.761,15.1,0.248,6.0,-0.3,97.0,1983,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1983,all-defensive
2nd,F,Larry Bird,26.0,BOS,16.0,46.0,0.348,79.0,37.7,23.6,11.0,5.8,1.9,0.9,0.504,0.286,0.84,14.0,0.225,5.6,2.1,98.0,1983,all-defensive
2nd,C,Tree Rollins,27.0,ATL,16.0,46.0,0.348,80.0,30.9,7.8,9.3,0.9,0.6,4.3,0.51,0.0,0.726,7.3,0.142,5.0,3.7,97.0,1983,all-defensive
2nd,G,Michael Cooper,26.0,LAL,14.0,46.0,0.304,82.0,26.2,7.8,3.3,3.8,1.4,0.6,0.535,0.238,0.785,5.2,0.116,2.1,1.5,105.0,1983,all-defensive
2nd,G,T.R. Dunn,27.0,DEN,11.0,46.0,0.239,82.0,32.2,7.6,7.5,2.3,1.8,0.3,0.482,0.0,0.73,4.4,0.079,1.8,0.2,108.0,1983,all-defensive
2nd,F,Kevin McHale,25.0,BOS,11.0,46.0,0.239,82.0,28.6,14.1,6.7,1.3,0.4,2.3,0.541,0.0,0.717,7.5,0.154,3.4,0.7,102.0,1983,all-defensive
