Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Mike Miller,25,MEM,88,501,615,0.815,74,30.6,13.7,5.4,2.7,0.7,0.4,0.466,0.407,0.8,7.4,0.157,2006,6moy
2,Speedy Claxton,27,NOK,14,205,615,0.333,71,28.4,12.3,2.7,4.8,1.5,0.1,0.413,0.27,0.769,3.0,0.072,2006,6moy
3,Jerry Stackhouse,31,DAL,12,162,615,0.263,55,27.7,13.0,2.8,2.9,0.7,0.2,0.401,0.277,0.882,2.4,0.076,2006,6moy
4,Antonio McDyess,31,DET,5,77,615,0.125,82,21.1,7.8,5.3,1.1,0.6,0.6,0.509,0.0,0.557,4.6,0.128,2006,6moy
5,Earl Boykins,29,DEN,0,34,615,0.055,60,25.7,12.6,1.4,3.8,0.8,0.1,0.41,0.346,0.874,2.9,0.09,2006,6moy
6,Alonzo Mourning,35,MIA,1,27,615,0.044,65,20.0,7.8,5.5,0.2,0.2,2.7,0.597,0.0,0.594,4.8,0.176,2006,6moy
7,Leandro Barbosa,23,PHO,1,24,615,0.039,57,27.9,13.1,2.6,2.8,0.8,0.1,0.481,0.444,0.755,3.8,0.115,2006,6moy
8,Mo Williams,23,MIL,1,19,615,0.031,58,26.4,12.1,2.5,4.0,0.9,0.1,0.424,0.382,0.85,2.5,0.079,2006,6moy
9,Michael Finley,32,SAS,0,10,615,0.016,77,26.5,10.1,3.2,1.5,0.5,0.1,0.412,0.394,0.852,5.0,0.117,2006,6moy
10,Shareef Abdur-Rahim,29,SAC,1,8,615,0.013,72,27.2,12.3,5.0,2.1,0.7,0.6,0.525,0.227,0.784,6.2,0.152,2006,6moy
11T,Channing Frye,22,NYK,0,6,615,0.01,65,24.2,12.3,5.8,0.8,0.5,0.7,0.477,0.333,0.825,3.5,0.108,2006,6moy
11T,Antoine Walker,29,MIA,0,6,615,0.01,82,26.8,12.2,5.1,2.0,0.6,0.4,0.435,0.358,0.628,3.6,0.08,2006,6moy
13,Eddie House,27,PHO,0,5,615,0.008,81,17.5,9.8,1.6,1.8,0.5,0.1,0.422,0.389,0.805,1.6,0.054,2006,6moy
14T,Jamal Crawford,25,NYK,0,4,615,0.007,79,32.3,14.3,3.1,3.8,1.1,0.2,0.416,0.345,0.826,4.5,0.084,2006,6moy
14T,Clifford Robinson,39,NJN,0,4,615,0.007,80,23.3,6.9,3.3,1.1,0.6,0.5,0.427,0.343,0.658,2.8,0.073,2006,6moy
16T,Derek Fisher,31,GSW,0,3,615,0.005,82,31.6,13.3,2.6,4.3,1.5,0.1,0.41,0.397,0.833,5.8,0.107,2006,6moy
16T,Danny Granger,22,IND,0,3,615,0.005,78,22.6,7.5,4.9,1.2,0.7,0.8,0.462,0.323,0.777,5.1,0.139,2006,6moy
16T,Matt Harpring,29,UTA,0,3,615,0.005,71,27.4,12.5,5.2,1.4,0.8,0.2,0.475,0.359,0.725,4.7,0.115,2006,6moy
16T,Bobby Jackson,32,MEM,0,3,615,0.005,71,25.0,11.4,3.1,2.7,0.9,0.0,0.382,0.389,0.733,3.5,0.095,2006,6moy
20T,Erick Dampier,30,DAL,0,1,615,0.002,82,23.6,5.7,7.8,0.6,0.3,1.3,0.493,,0.591,4.8,0.119,2006,6moy
20T,Devin Harris,22,DAL,0,1,615,0.002,56,22.8,9.9,2.2,3.2,0.9,0.3,0.469,0.238,0.716,3.7,0.139,2006,6moy
20T,Charlie Villanueva,21,TOR,0,1,615,0.002,81,29.1,13.0,6.4,1.1,0.7,0.8,0.463,0.327,0.706,3.9,0.079,2006,6moy
