# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,F,Dave DeBusschere,32.0,NYK,32.0,34.0,0.941,77.0,36.7,16.3,10.2,3.4,,,0.435,,0.746,6.6,0.113,5.8,,,1973,all-defensive
1st,G,Jerry West,34.0,LAL,28.0,34.0,0.824,69.0,35.7,22.8,4.2,8.8,,,0.479,,0.805,10.6,0.206,3.8,,,1973,all-defensive
1st,G,Walt Frazier,27.0,NYK,26.0,34.0,0.765,78.0,40.8,21.1,7.3,5.9,,,0.49,,0.817,13.0,0.196,5.7,,,1973,all-defensive
1st,F,John Havlicek,32.0,BOS,24.0,34.0,0.706,80.0,42.1,23.8,7.1,6.6,,,0.45,,0.858,12.1,0.172,7.2,,,1973,all-defensive
1st,C,Wilt Chamberlain,36.0,LAL,22.0,34.0,0.647,82.0,43.2,13.2,18.6,4.5,,,0.727,,0.51,18.2,0.247,7.5,,,1973,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1973,all-defensive
2nd,C,Nate Thurmond,31.0,GSW,16.0,34.0,0.471,79.0,43.3,17.1,17.1,3.5,,,0.446,,0.718,9.9,0.14,6.7,,,1973,all-defensive
2nd,G,Norm Van Lier,25.0,CHI,16.0,34.0,0.471,80.0,36.0,13.9,5.5,7.1,,,0.445,,0.787,7.7,0.129,5.7,,,1973,all-defensive
2nd,F,Paul Silas,29.0,BOS,15.0,34.0,0.441,80.0,32.7,13.3,13.0,3.1,,,0.47,,0.7,11.5,0.21,7.6,,,1973,all-defensive
2nd,G,Don Chaney,26.0,BOS,11.0,34.0,0.324,79.0,31.5,13.1,5.7,2.8,,,0.482,,0.787,8.7,0.168,4.6,,,1973,all-defensive
2nd,F,Mike Riordan,27.0,BAL,5.0,34.0,0.147,82.0,42.3,18.1,4.9,5.2,,,0.51,,0.821,11.1,0.154,4.2,,,1973,all-defensive
