# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Brandon Roy,22.0,POR,58.0,58.0,1.0,29.0,0.0,57.0,35.4,16.8,4.4,4.0,1.2,0.2,0.456,0.377,0.838,4.8,0.114,2007,all-rookie
1st,Andrea Bargnani,21.0,TOR,57.0,58.0,0.983,28.0,1.0,65.0,25.1,11.6,3.9,0.8,0.5,0.8,0.427,0.373,0.824,1.9,0.057,2007,all-rookie
1st,Randy Foye,23.0,MIN,48.0,58.0,0.828,21.0,6.0,82.0,22.9,10.1,2.7,2.8,0.6,0.3,0.434,0.368,0.854,2.3,0.058,2007,all-rookie
1st,Rudy Gay,20.0,MEM,39.0,58.0,0.672,12.0,15.0,78.0,27.0,10.8,4.5,1.3,0.9,0.9,0.422,0.364,0.727,0.5,0.011,2007,all-rookie
1st,LaMarcus Aldridge,21.0,POR,37.0,58.0,0.638,13.0,11.0,63.0,22.1,9.0,5.0,0.4,0.3,1.2,0.503,0.0,0.722,3.4,0.118,2007,all-rookie
1st,Jorge Garbajosa,29.0,TOR,37.0,58.0,0.638,13.0,11.0,67.0,28.5,8.5,4.9,1.9,1.2,0.2,0.42,0.342,0.731,3.0,0.074,2007,all-rookie
,,,,,,,,,,,,,,,,,,,,,2007,all-rookie
2nd,Paul Millsap,21.0,UTA,36.0,58.0,0.621,10.0,16.0,82.0,18.0,6.8,5.2,0.8,0.8,0.9,0.525,0.333,0.673,4.7,0.153,2007,all-rookie
2nd,Adam Morrison,22.0,CHA,35.0,58.0,0.603,12.0,11.0,78.0,29.8,11.8,2.9,2.1,0.4,0.1,0.376,0.337,0.71,-1.5,-0.03,2007,all-rookie
2nd,Tyrus Thomas,20.0,CHI,26.0,58.0,0.448,5.0,16.0,72.0,13.4,5.2,3.7,0.6,0.6,1.1,0.475,0.0,0.606,2.2,0.11,2007,all-rookie
2nd,Craig Smith,23.0,MIN,21.0,58.0,0.362,1.0,19.0,82.0,18.7,7.4,5.1,0.6,0.6,0.2,0.531,0.0,0.624,3.9,0.121,2007,all-rookie
2nd,Walter Herrmann,27.0,CHA,10.0,58.0,0.172,1.0,8.0,48.0,19.5,9.2,2.9,0.5,0.4,0.1,0.527,0.461,0.774,2.4,0.125,2007,all-rookie
2nd,Rajon Rondo,20.0,BOS,10.0,58.0,0.172,1.0,8.0,78.0,23.5,6.4,3.7,3.8,1.6,0.1,0.418,0.207,0.647,2.4,0.064,2007,all-rookie
2nd,Marcus Williams,21.0,NJN,10.0,58.0,0.172,1.0,8.0,79.0,16.6,6.8,2.1,3.3,0.4,0.0,0.395,0.282,0.847,-0.1,-0.004,2007,all-rookie
,,,,,,,,,,,,,,,,,,,,,2007,all-rookie
ORV,Tarence Kinsey,22.0,MEM,6.0,58.0,0.103,1.0,4.0,48.0,20.1,7.7,2.0,0.9,1.1,0.0,0.457,0.283,0.796,0.9,0.046,2007,all-rookie
ORV,Rodney Carney,22.0,PHI,5.0,58.0,0.086,1.0,3.0,67.0,17.4,6.6,1.9,0.4,0.6,0.3,0.464,0.347,0.609,1.3,0.055,2007,all-rookie
ORV,Renaldo Balkman,22.0,NYK,5.0,58.0,0.086,0.0,5.0,68.0,15.6,4.9,4.3,0.6,0.8,0.6,0.505,0.185,0.567,2.8,0.125,2007,all-rookie
ORV,Shelden Williams,23.0,ATL,4.0,58.0,0.069,0.0,4.0,81.0,18.7,5.5,5.4,0.5,0.6,0.5,0.455,0.5,0.764,2.2,0.07,2007,all-rookie
ORV,Josh Boone,22.0,NJN,1.0,58.0,0.017,0.0,1.0,61.0,11.0,4.2,2.9,0.2,0.2,0.3,0.579,,0.544,1.7,0.122,2007,all-rookie
ORV,Jordan Farmar,20.0,LAL,1.0,58.0,0.017,0.0,1.0,72.0,15.1,4.4,1.7,1.9,0.6,0.1,0.422,0.328,0.711,0.9,0.038,2007,all-rookie
ORV,Daniel Gibson,20.0,CLE,1.0,58.0,0.017,0.0,1.0,60.0,16.5,4.6,1.5,1.2,0.4,0.1,0.424,0.419,0.718,2.0,0.098,2007,all-rookie
ORV,Allan Ray,22.0,BOS,1.0,58.0,0.017,0.0,1.0,47.0,15.1,6.2,1.5,0.9,0.4,0.1,0.386,0.414,0.764,0.6,0.039,2007,all-rookie
ORV,Sergio Rodríguez,20.0,POR,1.0,58.0,0.017,0.0,1.0,67.0,12.9,3.7,1.4,3.3,0.5,0.0,0.423,0.282,0.808,0.9,0.05,2007,all-rookie
ORV,Thabo Sefolosha,22.0,CHI,1.0,58.0,0.017,0.0,1.0,71.0,12.2,3.6,2.2,0.8,0.5,0.2,0.426,0.357,0.511,0.8,0.047,2007,all-rookie
