# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,C,Shaquille O'Neal,29.0,LAL,626.0,630.0,0.994,125.0,0.0,1.0,67.0,36.1,27.2,10.7,3.0,0.6,2.0,0.579,0.0,0.555,13.2,0.262,2002,all-nba
1st,F,Tim Duncan,25.0,SAS,626.0,630.0,0.994,124.0,,,82.0,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,2002,all-nba
1st,G,Jason Kidd,28.0,NJN,601.0,630.0,0.954,115.0,,,82.0,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14,2002,all-nba
1st,F,Tracy McGrady,22.0,ORL,513.0,630.0,0.814,80.0,,,76.0,38.3,25.6,7.9,5.3,1.6,1.0,0.451,0.364,0.748,11.5,0.189,2002,all-nba
1st,G,Kobe Bryant,23.0,LAL,507.0,630.0,0.805,72.0,,,80.0,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,2002,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2002,all-nba
2nd,F,Kevin Garnett,25.0,MIN,391.0,630.0,0.621,31.0,,,81.0,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,2002,all-nba
2nd,F,Dirk Nowitzki,23.0,DAL,358.0,630.0,0.568,22.0,,,76.0,38.0,23.4,9.9,2.4,1.1,1.0,0.477,0.397,0.853,13.4,0.222,2002,all-nba
2nd,F,Chris Webber,28.0,SAC,339.0,630.0,0.538,21.0,,,54.0,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2,2002,all-nba
2nd,G,Gary Payton,33.0,SEA,284.0,630.0,0.451,11.0,,,82.0,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183,2002,all-nba
2nd,G,Allen Iverson,26.0,PHI,272.0,630.0,0.432,12.0,,,60.0,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126,2002,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2002,all-nba
3rd,F,Paul Pierce,24.0,BOS,230.0,630.0,0.365,9.0,,,82.0,40.3,26.1,6.9,3.2,1.9,1.0,0.442,0.404,0.809,12.9,0.187,2002,all-nba
3rd,C,Ben Wallace,27.0,DET,195.0,630.0,0.31,3.0,,,80.0,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,2002,all-nba
3rd,C,Dikembe Mutombo,35.0,PHI,105.0,630.0,0.167,0.0,,,80.0,36.3,11.5,10.8,1.0,0.4,2.4,0.501,,0.764,9.6,0.158,2002,all-nba
3rd,G,Steve Nash,27.0,DAL,96.0,630.0,0.152,1.0,,,82.0,34.6,17.9,3.1,7.7,0.6,0.0,0.483,0.455,0.887,9.9,0.167,2002,all-nba
3rd,C,Jermaine O'Neal,23.0,IND,78.0,630.0,0.124,0.0,,,72.0,37.6,19.0,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113,2002,all-nba
,,,,,,,,,,,,,,,,,,,,,,,2002,all-nba
ORV,F,Peja Stojaković,24.0,SAC,55.0,630.0,0.087,0.0,,,71.0,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179,2002,all-nba
ORV,C,Vlade Divac,33.0,SAC,51.0,630.0,0.081,0.0,,,80.0,30.3,11.1,8.4,3.7,1.0,1.2,0.472,0.231,0.615,7.3,0.145,2002,all-nba
ORV,G,Jerry Stackhouse,27.0,DET,46.0,630.0,0.073,1.0,,,76.0,35.3,21.4,4.1,5.3,1.0,0.5,0.397,0.287,0.858,5.8,0.104,2002,all-nba
ORV,F,Karl Malone,38.0,UTA,41.0,630.0,0.065,1.0,,,80.0,38.0,22.4,8.6,4.3,1.9,0.7,0.454,0.36,0.797,9.8,0.155,2002,all-nba
ORV,G,Andre Miller,25.0,CLE,32.0,630.0,0.051,0.0,,,81.0,37.3,16.5,4.7,10.9,1.6,0.4,0.454,0.253,0.817,10.3,0.163,2002,all-nba
ORV,F,Elton Brand,22.0,LAC,29.0,630.0,0.046,1.0,,,80.0,37.8,18.2,11.6,2.4,1.0,2.0,0.527,,0.742,13.6,0.216,2002,all-nba
ORV,G,Michael Jordan,38.0,WAS,29.0,630.0,0.046,0.0,,,60.0,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075,2002,all-nba
ORV,F,Antoine Walker,25.0,BOS,28.0,630.0,0.044,0.0,,,81.0,42.0,22.1,8.8,5.0,1.5,0.5,0.394,0.344,0.741,6.7,0.094,2002,all-nba
ORV,C,Alonzo Mourning,31.0,MIA,25.0,630.0,0.04,0.0,,,75.0,32.7,15.7,8.4,1.2,0.4,2.5,0.516,0.333,0.657,7.4,0.145,2002,all-nba
ORV,F,Baron Davis,22.0,CHH,24.0,630.0,0.038,0.0,,,82.0,40.5,18.1,4.3,8.5,2.1,0.6,0.417,0.356,0.58,8.2,0.118,2002,all-nba
ORV,F,Rasheed Wallace,27.0,POR,15.0,630.0,0.024,0.0,,,79.0,37.5,19.3,8.2,1.9,1.3,1.3,0.469,0.36,0.734,9.7,0.158,2002,all-nba
ORV,G,Ray Allen,26.0,MIL,13.0,630.0,0.021,0.0,,,69.0,36.6,21.8,4.5,3.9,1.3,0.3,0.462,0.434,0.873,8.9,0.169,2002,all-nba
ORV,G,John Stockton,39.0,UTA,11.0,630.0,0.017,1.0,,,82.0,31.3,13.4,3.2,8.2,1.9,0.3,0.517,0.321,0.857,10.7,0.2,2002,all-nba
ORV,F,Shareef Abdur-Rahim,25.0,ATL,5.0,630.0,0.008,0.0,,,77.0,38.7,21.2,9.0,3.1,1.3,1.1,0.461,0.3,0.801,7.2,0.116,2002,all-nba
ORV,G,Michael Finley,28.0,DAL,5.0,630.0,0.008,0.0,,,69.0,39.9,20.6,5.2,3.3,0.9,0.4,0.463,0.339,0.837,6.3,0.11,2002,all-nba
ORV,G,Steve Francis,24.0,HOU,5.0,630.0,0.008,0.0,,,57.0,41.1,21.6,7.0,6.4,1.2,0.4,0.417,0.324,0.773,4.4,0.091,2002,all-nba
ORV,G,Mike Bibby,23.0,SAC,4.0,630.0,0.006,0.0,,,80.0,33.2,13.7,2.8,5.0,1.1,0.2,0.453,0.37,0.803,6.3,0.113,2002,all-nba
ORV,F,Pau Gasol,21.0,MEM,4.0,630.0,0.006,0.0,,,82.0,36.7,17.6,8.9,2.7,0.5,2.1,0.518,0.2,0.709,7.6,0.121,2002,all-nba
ORV,C,Raef LaFrentz,25.0,TOT,4.0,630.0,0.006,0.0,,,78.0,31.5,13.5,7.4,1.1,0.7,2.7,0.458,0.388,0.695,6.4,0.125,2002,all-nba
ORV,F,Shawn Marion,23.0,PHO,4.0,630.0,0.006,0.0,,,81.0,38.4,19.1,9.9,2.0,1.8,1.1,0.469,0.393,0.845,9.8,0.151,2002,all-nba
ORV,C,David Robinson,36.0,SAS,4.0,630.0,0.006,0.0,,,78.0,29.5,12.2,8.3,1.2,1.1,1.8,0.507,,0.681,10.1,0.211,2002,all-nba
ORV,F,Vince Carter,25.0,TOR,3.0,630.0,0.005,0.0,,,60.0,39.8,24.7,5.2,4.0,1.6,0.7,0.428,0.387,0.798,7.0,0.14,2002,all-nba
ORV,C,Antonio Davis,33.0,TOR,3.0,630.0,0.005,0.0,,,77.0,38.7,14.5,9.6,2.0,0.7,1.1,0.426,0.0,0.818,6.5,0.105,2002,all-nba
ORV,F,Clifford Robinson,35.0,DET,3.0,630.0,0.005,0.0,,,80.0,35.7,14.6,4.8,2.5,1.1,1.2,0.425,0.378,0.694,4.3,0.073,2002,all-nba
