Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Pat Riley,LAL,52.0,52.0,92,0.565,82,63,19,0.768,1990,coy
2,Jim Lynam,PHI,14.5,14.5,92,0.158,82,53,29,0.646,1990,coy
3,Rick Adelman,POR,12.5,12.5,92,0.136,82,59,23,0.72,1990,coy
4,Chuck Daly,DET,5.0,5.0,92,0.054,82,59,23,0.72,1990,coy
5,Larry Brown,SAS,4.0,4.0,92,0.043,82,56,26,0.683,1990,coy
6,Bill Musselman,MIN,2.0,2.0,92,0.022,82,22,60,0.268,1990,coy
7T,Del Harris,MIL,1.0,1.0,92,0.011,82,44,38,0.537,1990,coy
7T,Phil Jackson,CHI,1.0,1.0,92,0.011,82,55,27,0.671,1990,coy
