Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Tyler Herro,22,MIA,96,488,500,0.976,66,32.6,20.7,5.0,4.0,0.7,0.1,0.447,0.399,0.868,3.8,0.084,2022,6moy
2,Kevin Love,33,CLE,3,214,500,0.428,74,22.5,13.6,7.2,2.2,0.4,0.2,0.43,0.392,0.838,5.7,0.164,2022,6moy
3,Cameron Johnson,25,PHO,1,128,500,0.256,66,26.2,12.5,4.1,1.5,0.9,0.2,0.46,0.425,0.86,5.6,0.156,2022,6moy
4,Jordan Clarkson,29,UTA,0,27,500,0.054,79,27.1,16.0,3.5,2.5,0.8,0.2,0.419,0.318,0.828,3.5,0.079,2022,6moy
5,Luke Kennard,25,LAC,0,12,500,0.024,70,27.4,11.9,3.3,2.1,0.6,0.1,0.449,0.449,0.896,4.5,0.113,2022,6moy
6,Bogdan Bogdanović,29,ATL,0,10,500,0.02,63,29.3,15.1,4.0,3.1,1.1,0.2,0.431,0.368,0.843,3.7,0.095,2022,6moy
7,Kelly Oubre Jr.,26,CHO,0,9,500,0.018,76,26.3,15.0,4.0,1.1,1.0,0.4,0.44,0.345,0.667,3.3,0.079,2022,6moy
8,De'Anthony Melton,23,MEM,0,4,500,0.008,73,22.7,10.8,4.5,2.7,1.4,0.5,0.404,0.374,0.75,3.7,0.107,2022,6moy
9,Montrezl Harrell,28,TOT,0,3,500,0.006,71,23.1,13.1,6.1,2.0,0.4,0.6,0.645,0.235,0.716,7.3,0.213,2022,6moy
10,Immanuel Quickley,22,NYK,0,2,500,0.004,78,23.1,11.3,3.2,3.5,0.7,0.0,0.392,0.346,0.881,4.2,0.113,2022,6moy
11T,Brandon Clarke,25,MEM,0,1,500,0.002,64,19.5,10.4,5.3,1.3,0.6,1.1,0.644,0.227,0.654,6.3,0.241,2022,6moy
11T,Tyus Jones,25,MEM,0,1,500,0.002,73,21.2,8.7,2.4,4.4,0.9,0.0,0.451,0.39,0.818,5.1,0.158,2022,6moy
11T,Maxi Kleber,30,DAL,0,1,500,0.002,59,24.6,7.0,5.9,1.2,0.5,1.0,0.398,0.325,0.708,3.0,0.098,2022,6moy
