# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,G,Michael Jordan,29.0,CHI,51.0,54.0,0.944,78.0,39.3,32.6,6.7,5.5,2.8,0.8,0.495,0.352,0.837,17.2,0.27,5.2,2.6,102.0,1993,all-defensive
1st,C,Hakeem Olajuwon,30.0,HOU,37.0,54.0,0.685,82.0,39.5,26.1,13.0,3.5,1.8,4.2,0.529,0.0,0.779,15.8,0.234,8.0,3.6,96.0,1993,all-defensive
1st,F,Dennis Rodman,31.0,DET,34.0,54.0,0.63,62.0,38.9,7.5,18.3,1.6,0.8,0.7,0.427,0.205,0.534,5.5,0.11,4.1,0.2,102.0,1993,all-defensive
1st,G,Joe Dumars,29.0,DET,33.0,54.0,0.611,77.0,40.2,23.5,1.9,4.0,1.0,0.1,0.466,0.375,0.864,9.1,0.141,1.3,-0.7,113.0,1993,all-defensive
1st,F,Scottie Pippen,27.0,CHI,32.0,54.0,0.593,81.0,38.6,18.6,7.7,6.3,2.1,0.9,0.473,0.237,0.663,8.6,0.132,4.8,1.4,104.0,1993,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1993,all-defensive
2nd,C,David Robinson,27.0,SAS,29.0,54.0,0.537,82.0,39.2,23.4,11.7,3.7,1.5,3.2,0.501,0.176,0.732,13.2,0.197,6.4,2.7,100.0,1993,all-defensive
2nd,F,Larry Nance,33.0,CLE,26.0,54.0,0.481,77.0,35.8,16.5,8.7,2.9,0.7,2.6,0.549,0.0,0.818,10.7,0.187,4.4,1.6,103.0,1993,all-defensive
2nd,G,Dan Majerle,27.0,PHO,19.0,54.0,0.352,82.0,39.0,16.9,4.7,3.8,1.7,0.4,0.464,0.381,0.778,9.8,0.147,3.2,0.4,108.0,1993,all-defensive
2nd,G,John Starks,27.0,NYK,14.0,54.0,0.259,80.0,31.0,17.5,2.6,5.1,1.1,0.2,0.428,0.321,0.795,7.5,0.145,4.2,0.9,103.0,1993,all-defensive
2nd,F,Horace Grant,27.0,CHI,13.0,54.0,0.241,77.0,35.6,13.2,9.5,2.6,1.2,1.2,0.508,0.2,0.619,9.1,0.159,3.7,0.1,105.0,1993,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,1993,all-defensive
ORV,F,Karl Malone,29.0,UTA,10.0,54.0,0.185,82.0,37.8,27.0,11.2,3.8,1.5,1.0,0.552,0.2,0.74,15.4,0.238,5.0,1.4,103.0,1993,all-defensive
ORV,G,John Stockton,30.0,UTA,10.0,54.0,0.185,82.0,34.9,15.1,2.9,12.0,2.4,0.3,0.486,0.385,0.798,10.6,0.177,3.4,1.5,107.0,1993,all-defensive
ORV,G,Mookie Blaylock,25.0,ATL,9.0,54.0,0.167,80.0,35.3,13.4,3.5,8.4,2.5,0.3,0.429,0.375,0.728,7.0,0.119,2.6,1.1,109.0,1993,all-defensive
ORV,G,Nate McMillan,28.0,SEA,8.0,54.0,0.148,73.0,27.1,7.5,4.2,5.3,2.4,0.5,0.464,0.385,0.709,5.6,0.136,3.7,3.9,101.0,1993,all-defensive
ORV,F,Buck Williams,32.0,POR,8.0,54.0,0.148,82.0,30.5,8.3,8.4,0.9,1.0,0.7,0.511,0.0,0.645,6.1,0.117,3.8,0.8,104.0,1993,all-defensive
ORV,F,Anthony Mason,26.0,NYK,7.0,54.0,0.13,81.0,30.6,10.3,7.9,2.1,0.5,0.2,0.502,,0.682,7.4,0.143,4.7,1.1,101.0,1993,all-defensive
ORV,F,Charles Oakley,29.0,NYK,7.0,54.0,0.13,82.0,27.2,6.9,8.6,1.5,1.0,0.2,0.508,0.0,0.722,7.3,0.157,5.1,1.9,98.0,1993,all-defensive
ORV,C,Patrick Ewing,30.0,NYK,6.0,54.0,0.111,81.0,37.1,24.2,12.1,1.9,0.9,2.0,0.503,0.143,0.719,10.6,0.17,8.1,2.0,94.0,1993,all-defensive
ORV,F,A.C. Green,29.0,LAL,5.0,54.0,0.093,82.0,34.4,12.8,8.7,1.4,1.1,0.5,0.537,0.348,0.739,8.6,0.147,2.6,-0.9,109.0,1993,all-defensive
ORV,F,Shawn Kemp,23.0,SEA,4.0,54.0,0.074,78.0,33.1,17.8,10.7,2.0,1.5,1.9,0.492,0.0,0.712,9.1,0.169,5.1,1.0,100.0,1993,all-defensive
ORV,F,Derrick McKey,26.0,SEA,4.0,54.0,0.074,77.0,31.7,13.4,4.2,2.6,1.4,0.8,0.496,0.357,0.741,6.6,0.13,3.0,0.7,107.0,1993,all-defensive
