# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,G,Magic Johnson,27.0,LAL,156.0,156.0,1.0,78.0,0.0,,80.0,36.3,23.9,6.3,12.2,1.7,0.5,0.522,0.205,0.848,15.9,0.263,1987,all-nba
1st,G,Michael Jordan,23.0,CHI,154.0,156.0,0.987,76.0,2.0,,82.0,40.0,37.1,5.2,4.6,2.9,1.5,0.482,0.182,0.857,16.9,0.247,1987,all-nba
1st,F,Larry Bird,30.0,BOS,151.0,156.0,0.968,73.0,5.0,,74.0,40.6,28.1,9.2,7.6,1.8,0.9,0.525,0.4,0.91,15.2,0.243,1987,all-nba
1st,C,Hakeem Olajuwon,24.0,HOU,130.0,156.0,0.833,56.0,18.0,,75.0,36.8,23.4,11.4,2.9,1.9,3.4,0.508,0.2,0.702,10.9,0.189,1987,all-nba
1st,F,Kevin McHale,29.0,BOS,125.0,156.0,0.801,48.0,29.0,,77.0,39.7,26.1,9.9,2.6,0.5,2.2,0.604,0.0,0.836,14.8,0.232,1987,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1987,all-nba
2nd,F,Dominique Wilkins,27.0,ATL,93.0,156.0,0.596,20.0,53.0,,79.0,37.6,29.0,6.3,3.3,1.5,0.6,0.463,0.292,0.818,12.2,0.197,1987,all-nba
2nd,F,Charles Barkley,23.0,PHI,89.0,156.0,0.571,17.0,55.0,,68.0,40.3,23.0,14.6,4.9,1.8,1.5,0.594,0.202,0.761,12.0,0.21,1987,all-nba
2nd,C,Moses Malone,31.0,WSB,80.0,156.0,0.513,16.0,48.0,,73.0,34.1,24.1,11.3,1.6,0.8,1.3,0.454,0.0,0.824,9.4,0.182,1987,all-nba
2nd,G,Isiah Thomas,25.0,DET,63.0,156.0,0.404,1.0,61.0,,81.0,37.2,20.6,3.9,10.0,1.9,0.2,0.463,0.194,0.768,7.6,0.121,1987,all-nba
2nd,G,Fat Lever,26.0,DEN,42.0,156.0,0.269,1.0,40.0,,82.0,37.2,18.9,8.9,8.0,2.5,0.4,0.469,0.239,0.782,9.7,0.153,1987,all-nba
,,,,,,,,,,,,,,,,,,,,,,,1987,all-nba
ORV,G,Rolando Blackman,27.0,DAL,25.0,156.0,0.16,0.0,25.0,,80.0,34.5,21.0,3.5,3.3,0.8,0.3,0.495,0.333,0.884,8.0,0.14,1987,all-nba
ORV,C,Robert Parish,33.0,BOS,10.0,156.0,0.064,1.0,8.0,,80.0,37.4,17.5,10.6,2.2,0.8,1.8,0.556,0.0,0.735,9.2,0.147,1987,all-nba
ORV,C,Kareem Abdul-Jabbar,39.0,LAL,7.0,156.0,0.045,1.0,5.0,,78.0,31.3,17.5,6.7,2.6,0.6,1.2,0.564,0.333,0.714,7.5,0.148,1987,all-nba
ORV,G,Sleepy Floyd,26.0,GSW,7.0,156.0,0.045,0.0,7.0,,82.0,37.4,18.8,3.3,10.3,1.8,0.2,0.488,0.384,0.86,10.0,0.157,1987,all-nba
