Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Naz Reid,24,MIN,45,352,495,0.711,81,24.2,13.5,5.2,1.3,0.8,0.9,0.477,0.414,0.736,4.9,0.12,2024,6moy
2,Malik Monk,25,SAC,43,342,495,0.691,72,26.0,15.4,2.9,5.1,0.6,0.5,0.443,0.35,0.829,3.5,0.09,2024,6moy
3,Bobby Portis,28,MIL,5,81,495,0.164,82,24.5,13.8,7.4,1.3,0.8,0.4,0.508,0.407,0.79,4.7,0.112,2024,6moy
4,Norman Powell,30,LAC,2,65,495,0.131,76,26.2,13.9,2.6,1.1,0.6,0.3,0.486,0.435,0.831,4.1,0.099,2024,6moy
5,Bogdan Bogdanović,31,ATL,4,40,495,0.081,79,30.4,16.9,3.4,3.1,1.2,0.3,0.428,0.374,0.921,3.9,0.079,2024,6moy
6,Jose Alvarado,25,NOP,0,3,495,0.006,56,18.4,7.1,2.3,2.1,1.1,0.3,0.412,0.377,0.673,2.1,0.097,2024,6moy
7T,T.J. McConnell,31,IND,0,2,495,0.004,71,18.2,10.2,2.7,5.5,1.0,0.1,0.556,0.409,0.79,3.9,0.143,2024,6moy
7T,Russell Westbrook,35,LAC,0,2,495,0.004,68,22.5,11.1,5.0,4.5,1.1,0.3,0.454,0.273,0.688,2.1,0.066,2024,6moy
9T,Bojan Bogdanović,34,TOT,0,1,495,0.002,57,25.9,15.2,2.7,1.7,0.5,0.1,0.454,0.398,0.785,1.1,0.034,2024,6moy
9T,Tim Hardaway Jr.,31,DAL,0,1,495,0.002,79,26.8,14.4,3.2,1.8,0.5,0.1,0.402,0.353,0.852,2.2,0.05,2024,6moy
9T,Jonathan Isaac,26,ORL,0,1,495,0.002,58,15.8,6.8,4.5,0.5,0.7,1.2,0.51,0.375,0.72,3.6,0.188,2024,6moy
9T,Jaime Jaquez Jr.,22,MIA,0,1,495,0.002,75,28.2,11.9,3.8,2.6,1.0,0.3,0.489,0.322,0.811,4.0,0.092,2024,6moy
