Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Ernie DiGregorio,23,BUF,16.0,16.0,17,0.941,81,35.9,15.2,2.7,8.2,0.7,0.1,0.421,,0.902,1.2,0.021,1974,nbaroy
2,Ron Behagen,23,KCO,0.7,0.7,17,0.041,80,25.7,11.0,7.1,1.7,0.7,0.5,0.432,,0.764,2.0,0.046,1974,nbaroy
3,Slick Watts,22,SEA,0.2,0.2,17,0.012,62,23.0,8.0,2.9,5.7,1.9,0.2,0.388,,0.645,1.2,0.039,1974,nbaroy
