# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,year,award
1st,C,Ben Wallace,27.0,DET,51.0,58.0,0.879,80.0,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,7.2,3.3,93.0,2002,all-defensive
1st,G,Gary Payton,33.0,SEA,47.0,58.0,0.81,82.0,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183,2.5,-0.2,107.0,2002,all-defensive
1st,F,Tim Duncan,25.0,SAS,40.0,58.0,0.69,82.0,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,7.1,2.2,96.0,2002,all-defensive
1st,G,Jason Kidd,28.0,NJN,37.0,58.0,0.638,82.0,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14,5.8,1.5,98.0,2002,all-defensive
1st,F,Kevin Garnett,25.0,MIN,27.0,58.0,0.466,81.0,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,4.9,1.8,101.0,2002,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,2002,all-defensive
2nd,G,Kobe Bryant,23.0,LAL,32.0,58.0,0.552,80.0,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,3.8,0.3,103.0,2002,all-defensive
2nd,C,Dikembe Mutombo,35.0,PHI,27.0,58.0,0.466,80.0,36.3,11.5,10.8,1.0,0.4,2.4,0.501,,0.764,9.6,0.158,5.5,1.2,98.0,2002,all-defensive
2nd,G,Doug Christie,31.0,SAC,25.0,58.0,0.431,81.0,34.5,12.0,4.6,4.2,2.0,0.3,0.46,0.352,0.851,8.6,0.148,4.2,2.2,101.0,2002,all-defensive
2nd,F,Bruce Bowen,30.0,SAS,21.0,58.0,0.362,59.0,28.8,7.0,2.7,1.5,1.1,0.4,0.389,0.378,0.479,1.9,0.054,2.2,1.2,102.0,2002,all-defensive
2nd,F,Clifford Robinson,35.0,DET,14.0,58.0,0.241,80.0,35.7,14.6,4.8,2.5,1.1,1.2,0.425,0.378,0.694,4.3,0.073,3.5,0.1,103.0,2002,all-defensive
,,,,,,,,,,,,,,,,,,,,,,,2002,all-defensive
ORV,C,Shaquille O'Neal,29.0,LAL,15.0,58.0,0.259,67.0,36.1,27.2,10.7,3.0,0.6,2.0,0.579,0.0,0.555,13.2,0.262,4.0,0.9,99.0,2002,all-defensive
ORV,G,Eric Snow,28.0,PHI,12.0,58.0,0.207,61.0,36.5,12.1,3.5,6.6,1.6,0.1,0.442,0.111,0.806,5.5,0.119,2.9,0.9,102.0,2002,all-defensive
ORV,F,Scottie Pippen,36.0,POR,9.0,58.0,0.155,62.0,32.2,10.6,5.2,5.9,1.6,0.6,0.411,0.305,0.774,3.7,0.09,2.6,1.6,102.0,2002,all-defensive
ORV,G,Tracy McGrady,22.0,ORL,8.0,58.0,0.138,76.0,38.3,25.6,7.9,5.3,1.6,1.0,0.451,0.364,0.748,11.5,0.189,3.4,0.4,103.0,2002,all-defensive
ORV,F,P.J. Brown,32.0,CHH,7.0,58.0,0.121,80.0,32.0,8.4,9.8,1.3,0.7,1.0,0.474,,0.858,8.2,0.154,3.6,0.2,101.0,2002,all-defensive
ORV,F,Antonio Davis,33.0,TOR,5.0,58.0,0.086,77.0,38.7,14.5,9.6,2.0,0.7,1.1,0.426,0.0,0.818,6.5,0.105,3.6,-0.4,103.0,2002,all-defensive
ORV,F,Kenyon Martin,24.0,NJN,5.0,58.0,0.086,73.0,34.3,14.9,5.3,2.6,1.2,1.7,0.463,0.224,0.678,4.9,0.093,4.2,1.4,99.0,2002,all-defensive
ORV,F,Karl Malone,38.0,UTA,4.0,58.0,0.069,80.0,38.0,22.4,8.6,4.3,1.9,0.7,0.454,0.36,0.797,9.8,0.155,4.3,0.8,101.0,2002,all-defensive
ORV,F,Metta World Peace,22.0,TOT,4.0,58.0,0.069,55.0,29.9,13.2,4.9,2.3,2.6,0.7,0.423,0.312,0.667,2.7,0.079,2.7,3.0,100.0,2002,all-defensive
ORV,G,Darrell Armstrong,33.0,ORL,3.0,58.0,0.052,82.0,33.3,12.4,3.9,5.5,1.9,0.1,0.419,0.349,0.888,7.6,0.134,2.6,0.8,105.0,2002,all-defensive
ORV,F,Brian Grant,29.0,MIA,3.0,58.0,0.052,72.0,31.3,9.3,8.0,1.9,0.7,0.4,0.469,0.0,0.849,4.8,0.103,3.7,0.7,100.0,2002,all-defensive
ORV,C,Alonzo Mourning,31.0,MIA,3.0,58.0,0.052,75.0,32.7,15.7,8.4,1.2,0.4,2.5,0.516,0.333,0.657,7.4,0.145,4.8,1.4,97.0,2002,all-defensive
ORV,C,Jermaine O'Neal,23.0,IND,3.0,58.0,0.052,72.0,37.6,19.0,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113,4.1,0.2,101.0,2002,all-defensive
ORV,F,Kurt Thomas,29.0,NYK,3.0,58.0,0.052,82.0,33.8,13.9,9.1,1.1,0.9,1.0,0.494,0.167,0.815,6.5,0.112,3.4,0.0,103.0,2002,all-defensive
ORV,G,Michael Finley,28.0,DAL,2.0,58.0,0.034,69.0,39.9,20.6,5.2,3.3,0.9,0.4,0.463,0.339,0.837,6.3,0.11,1.0,-1.2,110.0,2002,all-defensive
