Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Bill Fitch,CLE,24.5,24.5,54,0.454,82,49,33,0.598,1976,coy
2,Al Attles,GSW,21.5,21.5,54,0.398,82,59,23,0.72,1976,coy
3T,John MacLeod,PHO,2.0,2.0,54,0.037,82,42,40,0.512,1976,coy
3T,Bill Russell,SEA,2.0,2.0,54,0.037,82,43,39,0.524,1976,coy
3T,Butch van Breda Kolff,NOJ,2.0,2.0,54,0.037,82,38,44,0.463,1976,coy
6T,Larry Costello,MIL,1.0,1.0,54,0.019,82,38,44,0.463,1976,coy
6T,Gene Shue,PHI,1.0,1.0,54,0.019,82,46,36,0.561,1976,coy
