Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Connie Hawkins,25,PTP,19,173,176,0.983,70,44.9,26.8,13.5,4.6,,,0.519,0.222,0.764,17.9,0.273,1968,abamvp
2,Doug Moe,29,NOB,3,150,176,0.852,78,39.9,24.2,10.2,2.6,,,0.413,0.136,0.795,9.4,0.144,1968,abamvp
3,Mel Daniels,23,MNM,0,120,176,0.682,78,37.7,22.2,15.6,1.4,,,0.408,0.2,0.575,9.2,0.15,1968,abamvp
4,Larry Jones,25,DNR,0,100,176,0.568,76,40.6,22.9,7.9,3.6,,,0.427,0.19,0.776,11.8,0.184,1968,abamvp
5,Willie Somerset,25,HSM,0,80,176,0.455,61,38.3,21.7,5.0,3.7,,,0.448,0.308,0.78,9.4,0.193,1968,abamvp
6,Larry Brown,27,NOB,0,60,176,0.341,78,36.0,13.4,3.2,6.5,,,0.366,0.213,0.813,6.6,0.112,1968,abamvp
7,Roger Brown,25,INA,0,40,176,0.227,76,39.1,19.6,8.5,4.3,,,0.423,0.259,0.754,7.3,0.118,1968,abamvp
8,John Beasley,23,DLC,0,20,176,0.114,77,36.9,19.7,12.8,1.5,,,0.492,0.0,0.842,8.9,0.15,1968,abamvp
9T,Cliff Hagan,36,DLC,0,10,176,0.057,56,31.0,18.2,6.0,4.9,,,0.489,0.0,0.789,7.1,0.196,1968,abamvp
9T,Cincy Powell,25,DLC,0,10,176,0.057,77,32.8,18.3,9.0,1.4,,,0.489,0.25,0.692,8.1,0.154,1968,abamvp
11,Art Heyman,26,TOT,0,9,176,0.051,73,35.0,18.5,6.8,3.8,,,0.432,0.261,0.731,8.5,0.159,1968,abamvp
12,Jim Hadnot,28,OAK,0,8,176,0.045,77,39.0,17.5,12.2,1.8,,,0.467,0.0,0.668,6.2,0.099,1968,abamvp
