Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Monta Ellis,21,GSW,47,352,645,0.546,77,34.3,16.5,3.2,4.1,1.7,0.3,0.475,0.273,0.763,4.0,0.072,2007,mip
2,Kevin Martin,23,SAC,44,349,645,0.541,80,35.2,20.2,4.3,2.2,1.2,0.1,0.473,0.381,0.844,10.2,0.173,2007,mip
3,Deron Williams,22,UTA,13,101,645,0.157,80,36.9,16.2,3.3,9.3,1.0,0.2,0.456,0.322,0.767,7.2,0.117,2007,mip
4,Tyson Chandler,24,NOK,6,72,645,0.112,73,34.6,9.5,12.4,0.9,0.5,1.8,0.624,0.0,0.527,7.9,0.15,2007,mip
5,Andris Biedriņš,20,GSW,8,64,645,0.099,82,29.0,9.5,9.3,1.1,0.8,1.7,0.599,,0.521,6.7,0.136,2007,mip
6,Al Jefferson,22,BOS,2,62,645,0.096,69,33.6,16.0,11.0,1.3,0.7,1.5,0.514,0.0,0.681,6.6,0.137,2007,mip
7,Luol Deng,21,CHI,2,44,645,0.068,82,37.5,18.8,7.1,2.5,1.2,0.6,0.517,0.143,0.777,11.3,0.176,2007,mip
8,Leandro Barbosa,24,PHO,3,24,645,0.037,80,32.7,18.1,2.7,4.0,1.2,0.2,0.476,0.434,0.845,8.2,0.151,2007,mip
9,Andre Iguodala,23,PHI,1,14,645,0.022,76,40.3,18.2,5.7,5.7,2.0,0.4,0.447,0.31,0.82,7.7,0.12,2007,mip
10,David Lee,23,NYK,0,12,645,0.019,58,29.8,10.7,10.4,1.8,0.8,0.4,0.6,,0.815,6.9,0.191,2007,mip
11,Jason Kapono,25,MIA,0,10,645,0.016,67,26.4,10.9,2.7,1.2,0.6,0.0,0.494,0.514,0.892,4.2,0.114,2007,mip
12T,Josh Howard,26,DAL,1,9,645,0.014,70,35.1,18.9,6.8,1.8,1.2,0.8,0.459,0.385,0.827,8.8,0.173,2007,mip
12T,Mikki Moore,31,NJN,0,9,645,0.014,79,26.4,9.8,5.1,0.9,0.6,0.8,0.609,0.0,0.681,5.7,0.131,2007,mip
14,Carlos Boozer,25,UTA,1,8,645,0.012,74,34.6,20.9,11.7,3.0,0.9,0.3,0.561,,0.685,9.9,0.185,2007,mip
15,José Calderón,25,TOR,0,6,645,0.009,77,21.0,8.7,1.7,5.0,0.8,0.1,0.521,0.333,0.818,5.4,0.162,2007,mip
16,Amar'e Stoudemire,24,PHO,1,5,645,0.008,82,32.8,20.4,9.6,1.0,1.0,1.3,0.575,0.0,0.781,11.2,0.201,2007,mip
17T,Matt Carroll,26,CHA,0,3,645,0.005,72,26.1,12.1,2.9,1.3,0.7,0.1,0.433,0.416,0.904,4.6,0.117,2007,mip
17T,Eddy Curry,24,NYK,0,3,645,0.005,81,35.2,19.5,7.0,0.8,0.4,0.5,0.576,1.0,0.615,4.7,0.079,2007,mip
17T,Boštjan Nachbar,26,NJN,0,3,645,0.005,76,20.2,9.2,3.3,0.8,0.4,0.3,0.457,0.423,0.805,4.1,0.128,2007,mip
20,Caron Butler,26,WAS,0,2,645,0.003,63,39.3,19.1,7.4,3.7,2.1,0.3,0.463,0.25,0.863,5.3,0.103,2007,mip
21T,Andrew Bynum,19,LAL,0,1,645,0.002,82,21.9,7.8,5.9,1.1,0.1,1.6,0.558,0.0,0.668,4.2,0.112,2007,mip
21T,Ben Gordon,23,CHI,0,1,645,0.002,82,33.0,21.4,3.1,3.6,0.8,0.2,0.455,0.413,0.864,8.6,0.152,2007,mip
21T,Nenê,24,DEN,0,1,645,0.002,64,26.8,12.2,7.0,1.2,1.0,0.9,0.57,0.0,0.689,5.3,0.148,2007,mip
21T,Dwight Howard,21,ORL,0,1,645,0.002,82,36.9,17.6,12.3,1.9,0.9,1.9,0.603,0.5,0.586,9.7,0.154,2007,mip
21T,Sasha Pavlović,23,CLE,0,1,645,0.002,67,22.9,9.0,2.4,1.6,0.8,0.3,0.453,0.405,0.794,3.1,0.098,2007,mip
21T,Josh Smith,21,ATL,0,1,645,0.002,72,36.8,16.4,8.6,3.3,1.4,2.9,0.439,0.25,0.693,4.4,0.079,2007,mip
21T,Gerald Wallace,24,CHA,0,1,645,0.002,72,36.7,18.1,7.2,2.6,2.0,1.0,0.502,0.325,0.691,7.7,0.141,2007,mip
21T,Luke Walton,26,LAL,0,1,645,0.002,60,33.0,11.4,5.0,4.3,1.0,0.4,0.474,0.387,0.745,3.8,0.092,2007,mip
21T,Chris Wilcox,24,SEA,0,1,645,0.002,82,31.5,13.5,7.7,1.0,0.9,0.5,0.529,0.0,0.684,6.0,0.112,2007,mip
