# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Elton Brand,20.0,CHI,56.0,56.0,1.0,28.0,0.0,81.0,37.0,20.1,10.0,1.9,0.8,1.6,0.482,0.0,0.685,7.5,0.121,2000,all-rookie
1st,Steve Francis,22.0,HOU,56.0,56.0,1.0,28.0,0.0,77.0,36.1,18.0,5.3,6.6,1.5,0.4,0.445,0.345,0.786,6.4,0.111,2000,all-rookie
1st,Lamar Odom,20.0,LAC,55.0,56.0,0.982,27.0,1.0,76.0,36.4,16.6,7.8,4.2,1.2,1.3,0.438,0.36,0.719,3.2,0.055,2000,all-rookie
1st,Wally Szczerbiak,22.0,MIN,51.0,56.0,0.911,23.0,5.0,73.0,29.7,11.6,3.7,2.8,0.8,0.3,0.511,0.359,0.826,6.2,0.137,2000,all-rookie
1st,Andre Miller,23.0,CLE,49.0,56.0,0.875,21.0,7.0,82.0,25.5,11.1,3.4,5.8,1.0,0.2,0.449,0.204,0.774,5.3,0.122,2000,all-rookie
,,,,,,,,,,,,,,,,,,,,,2000,all-rookie
2nd,Shawn Marion,21.0,PHO,34.0,56.0,0.607,8.0,18.0,51.0,24.7,10.2,6.5,1.4,0.7,1.0,0.471,0.182,0.847,4.1,0.158,2000,all-rookie
2nd,Metta World Peace,20.0,CHI,28.0,56.0,0.5,2.0,24.0,72.0,31.1,12.0,4.3,2.8,1.7,0.5,0.407,0.314,0.674,2.3,0.05,2000,all-rookie
2nd,James Posey,23.0,DEN,23.0,56.0,0.411,1.0,21.0,81.0,25.3,8.2,3.9,1.8,1.2,0.4,0.429,0.373,0.8,4.3,0.101,2000,all-rookie
2nd,Jason Terry,22.0,ATL,15.0,56.0,0.268,1.0,13.0,81.0,23.3,8.1,2.0,4.3,1.1,0.1,0.415,0.293,0.807,1.9,0.047,2000,all-rookie
2nd,Chucky Atkins,25.0,ORL,13.0,56.0,0.232,2.0,9.0,82.0,19.8,9.5,1.5,3.7,0.6,0.0,0.424,0.35,0.729,2.4,0.072,2000,all-rookie
,,,,,,,,,,,,,,,,,,,,,2000,all-rookie
ORV,Kenny Thomas,22.0,HOU,12.0,56.0,0.214,1.0,10.0,72.0,25.0,8.3,6.1,1.6,0.8,0.3,0.399,0.262,0.66,2.2,0.058,2000,all-rookie
ORV,Baron Davis,20.0,CHH,9.0,56.0,0.161,1.0,7.0,82.0,18.6,5.9,2.0,3.8,1.2,0.2,0.42,0.225,0.634,2.1,0.065,2000,all-rookie
ORV,Richard Hamilton,21.0,WAS,8.0,56.0,0.143,1.0,6.0,71.0,19.3,9.0,1.8,1.5,0.4,0.1,0.42,0.364,0.774,0.7,0.024,2000,all-rookie
ORV,Adrian Griffin,25.0,BOS,6.0,56.0,0.107,1.0,4.0,72.0,26.8,6.7,5.2,2.5,1.6,0.2,0.424,0.281,0.753,3.9,0.098,2000,all-rookie
ORV,Vonteego Cummings,23.0,GSW,6.0,56.0,0.107,0.0,6.0,75.0,23.9,9.4,2.5,3.3,1.2,0.2,0.405,0.325,0.751,1.3,0.036,2000,all-rookie
ORV,Eddie Robinson,23.0,CHH,5.0,56.0,0.089,1.0,3.0,67.0,16.6,7.0,2.7,0.5,0.7,0.4,0.549,0.0,0.734,3.0,0.13,2000,all-rookie
ORV,Corey Maggette,20.0,ORL,4.0,56.0,0.071,1.0,2.0,77.0,17.8,8.4,3.9,0.8,0.3,0.3,0.478,0.182,0.751,2.6,0.091,2000,all-rookie
ORV,Anthony Carter,24.0,MIA,4.0,56.0,0.071,0.0,4.0,79.0,23.5,6.3,2.5,4.8,1.2,0.1,0.395,0.13,0.75,1.4,0.036,2000,all-rookie
ORV,Todd MacCulloch,24.0,PHI,1.0,56.0,0.018,0.0,1.0,56.0,9.4,3.7,2.6,0.2,0.2,0.7,0.553,,0.519,1.7,0.15,2000,all-rookie
