Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Pascal Siakam,24,TOR,86,469,500,0.938,80,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,2019,mip
2,D'Angelo Russell,22,BRK,12,255,500,0.51,81,30.2,21.1,3.9,7.0,1.2,0.2,0.434,0.369,0.78,5.0,0.097,2019,mip
3,De'Aaron Fox,21,SAC,1,77,500,0.154,81,31.4,17.3,3.8,7.3,1.6,0.6,0.458,0.371,0.727,5.6,0.106,2019,mip
4,Buddy Hield,26,SAC,0,22,500,0.044,82,31.9,20.7,5.0,2.5,0.7,0.4,0.458,0.427,0.886,5.9,0.108,2019,mip
5,Nikola Vučević,28,ORL,0,20,500,0.04,80,31.4,20.8,12.0,3.8,1.0,1.1,0.518,0.364,0.789,10.1,0.193,2019,mip
6,Domantas Sabonis,22,IND,0,10,500,0.02,74,24.8,14.1,9.3,2.9,0.6,0.4,0.59,0.529,0.715,7.6,0.197,2019,mip
7,Montrezl Harrell,25,LAC,0,9,500,0.018,82,26.3,16.6,6.5,2.0,0.9,1.3,0.615,0.176,0.643,8.7,0.193,2019,mip
8,Derrick Rose,30,MIN,1,8,500,0.016,51,27.3,18.0,2.7,4.3,0.6,0.2,0.482,0.37,0.856,3.0,0.102,2019,mip
9,John Collins,21,ATL,0,6,500,0.012,61,30.0,19.5,9.8,2.0,0.4,0.6,0.56,0.348,0.763,6.0,0.158,2019,mip
10,Giannis Antetokounmpo,24,MIL,0,4,500,0.008,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,2019,mip
11T,Malik Beasley,22,DEN,0,3,500,0.006,81,23.2,11.3,2.5,1.2,0.7,0.1,0.474,0.402,0.848,4.5,0.115,2019,mip
11T,Danilo Gallinari,30,LAC,0,3,500,0.006,68,30.3,19.8,6.1,2.6,0.7,0.3,0.463,0.433,0.904,8.2,0.191,2019,mip
11T,Paul George,28,OKC,0,3,500,0.006,77,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,2019,mip
14T,Bojan Bogdanović,29,IND,0,2,500,0.004,81,31.8,18.0,4.1,2.0,0.9,0.0,0.497,0.425,0.807,6.8,0.126,2019,mip
14T,Thomas Bryant,21,WAS,0,2,500,0.004,72,20.8,10.5,6.3,1.3,0.3,0.9,0.616,0.333,0.781,5.6,0.178,2019,mip
16T,Willie Cauley-Stein,25,SAC,0,1,500,0.002,81,27.3,11.9,8.4,2.4,1.2,0.6,0.556,0.5,0.551,6.7,0.146,2019,mip
16T,Spencer Dinwiddie,25,BRK,0,1,500,0.002,68,28.1,16.8,2.4,4.6,0.6,0.3,0.442,0.335,0.806,4.8,0.121,2019,mip
16T,Bryn Forbes,25,SAS,0,1,500,0.002,82,28.0,11.8,2.9,2.1,0.5,0.0,0.456,0.426,0.885,3.8,0.079,2019,mip
16T,Jerami Grant,24,OKC,0,1,500,0.002,80,32.7,13.6,5.2,1.0,0.8,1.3,0.497,0.392,0.71,7.3,0.134,2019,mip
16T,Zach LaVine,23,CHI,0,1,500,0.002,63,34.5,23.7,4.7,4.5,1.0,0.4,0.467,0.374,0.832,2.8,0.062,2019,mip
16T,Josh Richardson,25,MIA,0,1,500,0.002,73,34.8,16.6,3.6,4.1,1.1,0.5,0.412,0.357,0.861,5.6,0.106,2019,mip
16T,Derrick White,24,SAS,0,1,500,0.002,67,25.8,9.9,3.7,3.9,1.0,0.7,0.479,0.338,0.772,3.6,0.101,2019,mip
