# Tm,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1st,Vince Carter,22.0,TOR,56.0,56.0,1.0,28.0,0.0,50.0,35.2,18.3,5.7,3.0,1.1,1.5,0.45,0.288,0.761,5.0,0.136,1999,all-rookie
1st,Paul Pierce,21.0,BOS,56.0,56.0,1.0,28.0,0.0,48.0,34.0,16.5,6.4,2.4,1.7,1.0,0.439,0.412,0.713,4.9,0.144,1999,all-rookie
1st,Jason Williams,23.0,SAC,55.0,56.0,0.982,27.0,1.0,50.0,36.1,12.8,3.1,6.0,1.9,0.0,0.374,0.31,0.752,2.1,0.055,1999,all-rookie
1st,Mike Bibby,20.0,VAN,47.0,56.0,0.839,19.0,9.0,50.0,35.2,13.2,2.7,6.5,1.6,0.1,0.43,0.203,0.751,1.3,0.035,1999,all-rookie
1st,Matt Harpring,22.0,ORL,35.0,56.0,0.625,10.0,15.0,50.0,22.3,8.2,4.3,0.9,0.6,0.1,0.463,0.4,0.713,2.6,0.113,1999,all-rookie
,,,,,,,,,,,,,,,,,,,,,1999,all-rookie
2nd,Michael Dickerson,23.0,HOU,33.0,56.0,0.589,9.0,15.0,50.0,31.2,10.9,1.7,1.9,0.5,0.2,0.465,0.433,0.639,2.2,0.069,1999,all-rookie
2nd,Michael Doleac,21.0,ORL,30.0,56.0,0.536,9.0,12.0,49.0,15.9,6.2,3.0,0.4,0.4,0.3,0.468,,0.675,2.2,0.138,1999,all-rookie
2nd,Cuttino Mobley,23.0,HOU,26.0,56.0,0.464,3.0,20.0,49.0,29.7,9.9,2.3,2.5,0.9,0.5,0.425,0.358,0.818,2.3,0.077,1999,all-rookie
2nd,Michael Olowokandi,23.0,LAC,22.0,56.0,0.393,4.0,14.0,45.0,28.4,8.9,7.9,0.6,0.6,1.2,0.431,,0.483,-0.3,-0.01,1999,all-rookie
2nd,Antawn Jamison,22.0,GSW,21.0,56.0,0.375,3.0,15.0,47.0,22.5,9.6,6.4,0.7,0.8,0.3,0.452,0.3,0.588,2.3,0.105,1999,all-rookie
,,,,,,,,,,,,,,,,,,,,,1999,all-rookie
ORV,Larry Hughes,20.0,PHI,17.0,56.0,0.304,0.0,17.0,50.0,19.8,9.1,3.8,1.5,0.9,0.3,0.411,0.154,0.709,2.4,0.117,1999,all-rookie
ORV,Tyrone Nesby,23.0,LAC,9.0,56.0,0.161,0.0,9.0,50.0,25.8,10.1,3.5,1.6,1.5,0.4,0.449,0.365,0.782,3.1,0.117,1999,all-rookie
ORV,Robert Traylor,21.0,MIL,8.0,56.0,0.143,0.0,8.0,49.0,16.0,5.3,3.7,0.8,0.9,0.9,0.537,0.0,0.538,2.5,0.152,1999,all-rookie
ORV,Raef LaFrentz,22.0,DEN,6.0,56.0,0.107,0.0,6.0,12.0,32.3,13.8,7.6,0.7,0.8,1.4,0.457,0.387,0.75,1.2,0.144,1999,all-rookie
ORV,Peja Stojaković,21.0,SAC,5.0,56.0,0.089,0.0,5.0,48.0,21.4,8.4,3.0,1.5,0.9,0.1,0.378,0.32,0.851,1.7,0.081,1999,all-rookie
ORV,Pat Garrity,22.0,PHO,4.0,56.0,0.071,0.0,4.0,39.0,13.8,5.6,1.9,0.5,0.2,0.1,0.5,0.389,0.714,1.1,0.101,1999,all-rookie
ORV,Dirk Nowitzki,20.0,DAL,4.0,56.0,0.071,0.0,4.0,47.0,20.4,8.2,3.4,1.0,0.6,0.6,0.405,0.206,0.773,0.8,0.04,1999,all-rookie
ORV,Kornél Dávid,27.0,CHI,1.0,56.0,0.018,0.0,1.0,50.0,18.0,6.2,3.5,0.8,0.5,0.3,0.449,0.0,0.811,1.7,0.09,1999,all-rookie
