Rank,Coach,Tm,First,Pts Won,Pts Max,Share,G,W,L,W/L%,year,award
1,Red Auerbach,BOS,21,21,27,0.778,80,62,18,0.775,1965,coy
2,Fred Schaus,LAL,4,4,27,0.148,80,49,31,0.613,1965,coy
3,Dave DeBusschere,DET,2,2,27,0.074,69,29,40,0.42,1965,coy
