Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Artis Gilmore,22,KEN,,38,60,0.633,84,43.6,23.8,17.8,2.7,,5.0,0.598,,0.646,19.8,0.259,1972,abaroy
2,Julius Erving,21,VIR,,21,60,0.35,84,41.8,27.3,15.7,4.0,,,0.498,0.188,0.745,13.3,0.181,1972,abaroy
3,George McGinnis,21,INA,,1,60,0.017,73,29.8,16.9,9.7,1.9,,,0.465,0.158,0.645,5.3,0.118,1972,abaroy
