Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Jermaine O'Neal,23,IND,52,52,126,0.413,72,37.6,19.0,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113,2002,mip
2,Ben Wallace,27,DET,16,16,126,0.127,80,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,2002,mip
3,Steve Nash,27,DAL,9,9,126,0.071,82,34.6,17.9,3.1,7.7,0.6,0.0,0.483,0.455,0.887,9.9,0.167,2002,mip
4,Jerry Stackhouse,27,DET,7,7,126,0.056,76,35.3,21.4,4.1,5.3,1.0,0.5,0.397,0.287,0.858,5.8,0.104,2002,mip
5,Brent Barry,30,SEA,6,6,126,0.048,81,37.5,14.4,5.4,5.3,1.8,0.5,0.508,0.424,0.846,12.1,0.191,2002,mip
6,Wally Szczerbiak,24,MIN,5,5,126,0.04,82,38.0,18.7,4.8,3.1,0.8,0.3,0.508,0.455,0.831,8.7,0.134,2002,mip
7T,Troy Hudson,25,ORL,4,4,126,0.032,81,22.9,11.7,1.8,3.1,0.7,0.1,0.434,0.353,0.876,2.5,0.064,2002,mip
7T,Michael Olowokandi,26,LAC,4,4,126,0.032,80,32.1,11.1,8.9,1.1,0.7,1.8,0.433,,0.622,1.6,0.029,2002,mip
9T,Kenyon Martin,24,NJN,3,3,126,0.024,73,34.3,14.9,5.3,2.6,1.2,1.7,0.463,0.224,0.678,4.9,0.093,2002,mip
9T,Andre Miller,25,CLE,3,3,126,0.024,81,37.3,16.5,4.7,10.9,1.6,0.4,0.454,0.253,0.817,10.3,0.163,2002,mip
9T,Michael Redd,22,MIL,3,3,126,0.024,67,21.1,11.4,3.3,1.4,0.6,0.1,0.483,0.444,0.791,4.6,0.155,2002,mip
12T,Desmond Mason,24,SEA,2,2,126,0.016,75,32.3,12.4,4.7,1.4,0.9,0.4,0.464,0.271,0.848,4.7,0.093,2002,mip
12T,Gary Payton,33,SEA,2,2,126,0.016,82,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183,2002,mip
12T,Kenny Thomas,24,HOU,2,2,126,0.016,72,34.5,14.1,7.2,1.9,1.2,0.9,0.478,0.0,0.664,4.4,0.085,2002,mip
12T,Hedo Türkoğlu,22,SAC,2,2,126,0.016,80,24.6,10.1,4.5,2.0,0.7,0.4,0.422,0.368,0.726,5.2,0.127,2002,mip
16T,Ricky Davis,22,CLE,1,1,126,0.008,82,23.8,11.7,3.0,2.2,0.8,0.3,0.481,0.314,0.79,2.8,0.068,2002,mip
16T,Bobby Jackson,28,SAC,1,1,126,0.008,81,21.6,11.1,3.1,2.0,0.9,0.1,0.443,0.361,0.81,5.4,0.148,2002,mip
16T,Todd MacCulloch,26,NJN,1,1,126,0.008,62,24.2,9.7,6.1,1.3,0.4,1.4,0.531,,0.671,5.6,0.179,2002,mip
16T,Lee Nailon,26,CHH,1,1,126,0.008,79,24.2,10.8,3.7,1.2,0.7,0.2,0.483,0.5,0.747,3.5,0.087,2002,mip
16T,Wesley Person,30,CLE,1,1,126,0.008,78,35.8,15.1,3.8,2.2,1.0,0.5,0.495,0.444,0.798,6.9,0.119,2002,mip
16T,Jason Terry,24,ATL,1,1,126,0.008,78,38.0,19.3,3.5,5.7,1.8,0.2,0.43,0.387,0.835,8.6,0.139,2002,mip
