Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,year,award
1,Jamal Crawford,29,ATL,110,580,610,0.951,79,31.1,18.0,2.5,3.0,0.8,0.2,0.449,0.382,0.857,7.3,0.143,2010,6moy
2,Jason Terry,32,DAL,6,220,610,0.361,77,33.0,16.6,1.8,3.8,1.2,0.2,0.438,0.365,0.866,6.5,0.123,2010,6moy
3,Anderson Varejão,27,CLE,2,126,610,0.207,76,28.5,8.6,7.6,1.1,0.9,0.9,0.572,0.2,0.663,8.1,0.179,2010,6moy
4,Manu Ginóbili,32,SAS,2,75,610,0.123,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216,2010,6moy
5,J.R. Smith,24,DEN,0,33,610,0.054,75,27.8,15.4,3.1,2.4,1.3,0.3,0.414,0.338,0.706,2.7,0.062,2010,6moy
6,Lamar Odom,30,LAL,1,25,610,0.041,82,31.5,10.8,9.8,3.3,0.9,0.7,0.463,0.319,0.693,7.7,0.143,2010,6moy
7,Paul Millsap,24,UTA,1,15,610,0.025,82,27.8,11.6,6.8,1.6,0.8,1.2,0.538,0.111,0.693,7.2,0.151,2010,6moy
8,Carl Landry,26,TOT,0,12,610,0.02,80,30.9,16.8,5.9,0.8,0.7,0.8,0.536,0.333,0.806,7.7,0.15,2010,6moy
9,Udonis Haslem,29,MIA,0,5,610,0.008,78,27.9,9.9,8.1,0.7,0.4,0.3,0.494,,0.762,6.0,0.132,2010,6moy
10,Marcus Thornton,22,NOH,0,3,610,0.005,73,25.6,14.5,2.9,1.6,0.8,0.2,0.451,0.374,0.814,4.0,0.103,2010,6moy
11T,Jared Dudley,24,PHO,0,1,610,0.002,82,24.3,8.2,3.4,1.4,1.0,0.2,0.459,0.458,0.754,5.3,0.129,2010,6moy
11T,Al Harrington,29,NYK,0,1,610,0.002,72,30.5,17.7,5.6,1.5,0.9,0.4,0.435,0.342,0.757,3.5,0.077,2010,6moy
11T,Kevin Love,21,MIN,0,1,610,0.002,60,28.6,14.0,11.0,2.3,0.7,0.4,0.45,0.33,0.815,4.9,0.138,2010,6moy
11T,Kyle Lowry,23,HOU,0,1,610,0.002,68,24.3,9.1,3.6,4.5,0.9,0.1,0.397,0.272,0.827,4.3,0.126,2010,6moy
